,revenu,answer,count,total,value
62,de 26 791 à 71 826 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",940,12378,0.0759411859751
63,de 26 791 à 71 826 euros,La politique étrangère,446,12378,0.0360316690903
64,de 26 791 à 71 826 euros,La protection de l'environnement,152,12378,0.0122798513492
65,de 26 791 à 71 826 euros,La religion,2559,12378,0.206737760543
66,de 26 791 à 71 826 euros,La santé,37,12378,0.00298917434157
67,de 26 791 à 71 826 euros,"La sécurité, le terrorisme",2010,12378,0.162384876394
68,de 26 791 à 71 826 euros,La transparence en politique,508,12378,0.0410405558249
69,de 26 791 à 71 826 euros,Le handicap,52,12378,0.00420100177735
70,de 26 791 à 71 826 euros,Le logement,67,12378,0.00541282921312
71,de 26 791 à 71 826 euros,Le vivre ensemble,347,12378,0.0280336080142
72,de 26 791 à 71 826 euros,Les droits des animaux,696,12378,0.0562287930199
73,de 26 791 à 71 826 euros,Les droits des femmes,100,12378,0.00807884957182
74,de 26 791 à 71 826 euros,Les droits des personnes LGBT,718,12378,0.0580061399257
75,de 26 791 à 71 826 euros,L’accueil des migrants,2186,12378,0.17660365164
76,de 26 791 à 71 826 euros,L’emploi,190,12378,0.0153498141865
77,de 26 791 à 71 826 euros,L’économie,790,12378,0.0638229116174
78,de 26 791 à 71 826 euros,L’éducation,84,12378,0.00678623364033
79,de 71 826 à 152 108 euros,La défense des droits humains,12,1413,0.00849256900212
80,de 71 826 à 152 108 euros,La justice sociale,23,1413,0.0162774239207
81,de 71 826 à 152 108 euros,La liberté de la presse et d’expression,42,1413,0.0297239915074
82,de 71 826 à 152 108 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",124,1413,0.0877565463553
83,de 71 826 à 152 108 euros,La politique étrangère,40,1413,0.0283085633404
84,de 71 826 à 152 108 euros,La protection de l'environnement,14,1413,0.00990799716914
85,de 71 826 à 152 108 euros,La religion,265,1413,0.18754423213
86,de 71 826 à 152 108 euros,La santé,6,1413,0.00424628450106
87,de 71 826 à 152 108 euros,"La sécurité, le terrorisme",188,1413,0.1330502477
88,de 71 826 à 152 108 euros,La transparence en politique,80,1413,0.0566171266808
89,de 71 826 à 152 108 euros,Le handicap,8,1413,0.00566171266808
90,de 71 826 à 152 108 euros,Le logement,9,1413,0.00636942675159
91,de 71 826 à 152 108 euros,Le vivre ensemble,50,1413,0.0353857041755
92,de 71 826 à 152 108 euros,Les droits des animaux,93,1413,0.0658174097665
93,de 71 826 à 152 108 euros,Les droits des femmes,12,1413,0.00849256900212
94,de 71 826 à 152 108 euros,Les droits des personnes LGBT,120,1413,0.0849256900212
95,de 71 826 à 152 108 euros,L’accueil des migrants,230,1413,0.162774239207
96,de 71 826 à 152 108 euros,L’emploi,22,1413,0.0155697098372
97,de 71 826 à 152 108 euros,L’économie,70,1413,0.0495399858457
98,de 71 826 à 152 108 euros,L’éducation,5,1413,0.00353857041755
99,de 9 700 à 26 791 euros,La défense des droits humains,197,14759,0.0133477877905
100,de 9 700 à 26 791 euros,La justice sociale,196,14759,0.0132800325225
101,de 9 700 à 26 791 euros,La liberté de la presse et d’expression,336,14759,0.0227657700386
102,de 9 700 à 26 791 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",933,14759,0.063215665018
103,de 9 700 à 26 791 euros,La politique étrangère,856,14759,0.0579985093841
104,de 9 700 à 26 791 euros,La protection de l'environnement,170,14759,0.0115183955553
105,de 9 700 à 26 791 euros,La religion,3079,14759,0.208618470086
106,de 9 700 à 26 791 euros,La santé,50,14759,0.0033877633986
107,de 9 700 à 26 791 euros,"La sécurité, le terrorisme",2272,14759,0.153939968833
108,de 9 700 à 26 791 euros,La transparence en politique,718,14759,0.048648282404
109,de 9 700 à 26 791 euros,Le handicap,67,14759,0.00453960295413
110,de 9 700 à 26 791 euros,Le logement,71,14759,0.00481062402602
111,de 9 700 à 26 791 euros,Le vivre ensemble,392,14759,0.0265600650451
112,de 9 700 à 26 791 euros,Les droits des animaux,632,14759,0.0428213293584
113,de 9 700 à 26 791 euros,Les droits des femmes,119,14759,0.00806287688868
114,de 9 700 à 26 791 euros,Les droits des personnes LGBT,537,14759,0.036384578901
115,de 9 700 à 26 791 euros,L’accueil des migrants,2641,14759,0.178941662714
116,de 9 700 à 26 791 euros,L’emploi,234,14759,0.0158547327055
117,de 9 700 à 26 791 euros,L’économie,1145,14759,0.077579781828
118,de 9 700 à 26 791 euros,L’éducation,114,14759,0.00772410054882
