,revenu,answer,count,total,value
55,au-delà de 152 108 euros,Les droits des personnes LGBT,3,195,0.0153846153846
56,au-delà de 152 108 euros,L’emploi,19,195,0.0974358974359
57,au-delà de 152 108 euros,L’économie,46,195,0.235897435897
58,au-delà de 152 108 euros,L’éducation,23,195,0.117948717949
59,de 26 791 à 71 826 euros,La défense des droits humains,1465,12378,0.118355146227
60,de 26 791 à 71 826 euros,La justice sociale,1712,12378,0.13830990467
61,de 26 791 à 71 826 euros,La liberté de la presse et d’expression,96,12378,0.00775569558895
62,de 26 791 à 71 826 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",208,12378,0.0168040071094
63,de 26 791 à 71 826 euros,La politique étrangère,69,12378,0.00557440620456
64,de 26 791 à 71 826 euros,La protection de l'environnement,1580,12378,0.127645823235
65,de 26 791 à 71 826 euros,La religion,52,12378,0.00420100177735
66,de 26 791 à 71 826 euros,La santé,189,12378,0.0152690256907
67,de 26 791 à 71 826 euros,"La sécurité, le terrorisme",702,12378,0.0567135239942
68,de 26 791 à 71 826 euros,La transparence en politique,669,12378,0.0540475036355
69,de 26 791 à 71 826 euros,Le handicap,54,12378,0.00436257876878
70,de 26 791 à 71 826 euros,Le logement,38,12378,0.00306996283729
71,de 26 791 à 71 826 euros,Le vivre ensemble,773,12378,0.0624495071902
72,de 26 791 à 71 826 euros,Les droits des animaux,454,12378,0.0366779770561
73,de 26 791 à 71 826 euros,Les droits des femmes,148,12378,0.0119566973663
74,de 26 791 à 71 826 euros,Les droits des personnes LGBT,58,12378,0.00468573275166
75,de 26 791 à 71 826 euros,L’accueil des migrants,107,12378,0.00864436904185
76,de 26 791 à 71 826 euros,L’emploi,1457,12378,0.117708838261
77,de 26 791 à 71 826 euros,L’économie,1053,12378,0.0850702859913
78,de 26 791 à 71 826 euros,L’éducation,1494,12378,0.120698012603
79,de 71 826 à 152 108 euros,La défense des droits humains,121,1413,0.0856334041047
80,de 71 826 à 152 108 euros,La justice sociale,132,1413,0.0934182590234
81,de 71 826 à 152 108 euros,La liberté de la presse et d’expression,9,1413,0.00636942675159
82,de 71 826 à 152 108 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",22,1413,0.0155697098372
83,de 71 826 à 152 108 euros,La politique étrangère,11,1413,0.00778485491861
84,de 71 826 à 152 108 euros,La protection de l'environnement,143,1413,0.101203113942
85,de 71 826 à 152 108 euros,La religion,7,1413,0.00495399858457
86,de 71 826 à 152 108 euros,La santé,26,1413,0.0184005661713
87,de 71 826 à 152 108 euros,"La sécurité, le terrorisme",87,1413,0.0615711252654
88,de 71 826 à 152 108 euros,La transparence en politique,66,1413,0.0467091295117
89,de 71 826 à 152 108 euros,Le handicap,10,1413,0.0070771408351
90,de 71 826 à 152 108 euros,Le logement,6,1413,0.00424628450106
91,de 71 826 à 152 108 euros,Le vivre ensemble,95,1413,0.0672328379335
92,de 71 826 à 152 108 euros,Les droits des animaux,35,1413,0.0247699929229
93,de 71 826 à 152 108 euros,Les droits des femmes,23,1413,0.0162774239207
94,de 71 826 à 152 108 euros,Les droits des personnes LGBT,4,1413,0.00283085633404
95,de 71 826 à 152 108 euros,L’accueil des migrants,11,1413,0.00778485491861
96,de 71 826 à 152 108 euros,L’emploi,169,1413,0.119603680113
97,de 71 826 à 152 108 euros,L’économie,227,1413,0.160651096957
98,de 71 826 à 152 108 euros,L’éducation,209,1413,0.147912243454
99,de 9 700 à 26 791 euros,La défense des droits humains,2086,14759,0.14133748899
100,de 9 700 à 26 791 euros,La justice sociale,2143,14759,0.145199539264
101,de 9 700 à 26 791 euros,La liberté de la presse et d’expression,117,14759,0.00792736635273
102,de 9 700 à 26 791 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",298,14759,0.0201910698557
103,de 9 700 à 26 791 euros,La politique étrangère,55,14759,0.00372653973846
104,de 9 700 à 26 791 euros,La protection de l'environnement,1934,14759,0.131038688258
105,de 9 700 à 26 791 euros,La religion,49,14759,0.00332000813063
106,de 9 700 à 26 791 euros,La santé,251,14759,0.017006572261
107,de 9 700 à 26 791 euros,"La sécurité, le terrorisme",739,14759,0.0500711430314
108,de 9 700 à 26 791 euros,La transparence en politique,781,14759,0.0529168642862
109,de 9 700 à 26 791 euros,Le handicap,158,14759,0.0107053323396
110,de 9 700 à 26 791 euros,Le logement,74,14759,0.00501388982993
111,de 9 700 à 26 791 euros,Le vivre ensemble,864,14759,0.0585405515279
112,de 9 700 à 26 791 euros,Les droits des animaux,932,14759,0.06314790975
113,de 9 700 à 26 791 euros,Les droits des femmes,229,14759,0.0155159563656
114,de 9 700 à 26 791 euros,Les droits des personnes LGBT,76,14759,0.00514940036588
115,de 9 700 à 26 791 euros,L’accueil des migrants,173,14759,0.0117216613592
116,de 9 700 à 26 791 euros,L’emploi,1631,14759,0.110508842062
117,de 9 700 à 26 791 euros,L’économie,797,14759,0.0540009485738
118,de 9 700 à 26 791 euros,L’éducation,1372,14759,0.0929602276577
