,revenu,answer,count,total,value
64,de 26 791 à 71 826 euros,La politique étrangère,242,12378,0.0195508159638
65,de 26 791 à 71 826 euros,La protection de l'environnement,1979,12378,0.159880433026
66,de 26 791 à 71 826 euros,La religion,53,12378,0.00428179027307
67,de 26 791 à 71 826 euros,La santé,298,12378,0.024074971724
68,de 26 791 à 71 826 euros,"La sécurité, le terrorisme",270,12378,0.0218128938439
69,de 26 791 à 71 826 euros,La transparence en politique,1289,12378,0.104136370981
70,de 26 791 à 71 826 euros,Le handicap,189,12378,0.0152690256907
71,de 26 791 à 71 826 euros,Le logement,166,12378,0.0134108902892
72,de 26 791 à 71 826 euros,Le vivre ensemble,907,12378,0.0732751656164
73,de 26 791 à 71 826 euros,Les droits des animaux,655,12378,0.0529164646954
74,de 26 791 à 71 826 euros,Les droits des femmes,287,12378,0.0231862982711
75,de 26 791 à 71 826 euros,Les droits des personnes LGBT,46,12378,0.00371627080304
76,de 26 791 à 71 826 euros,L’accueil des migrants,133,12378,0.0107448699305
77,de 26 791 à 71 826 euros,L’emploi,790,12378,0.0638229116174
78,de 26 791 à 71 826 euros,L’économie,791,12378,0.0639037001131
79,de 26 791 à 71 826 euros,L’éducation,1653,12378,0.133543383422
80,de 71 826 à 152 108 euros,La défense des droits humains,43,1413,0.0304317055909
81,de 71 826 à 152 108 euros,La justice sociale,129,1413,0.0912951167728
82,de 71 826 à 152 108 euros,La liberté de la presse et d’expression,22,1413,0.0155697098372
83,de 71 826 à 152 108 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",28,1413,0.0198159943383
84,de 71 826 à 152 108 euros,La politique étrangère,38,1413,0.0268931351734
85,de 71 826 à 152 108 euros,La protection de l'environnement,205,1413,0.14508138712
86,de 71 826 à 152 108 euros,La religion,9,1413,0.00636942675159
87,de 71 826 à 152 108 euros,La santé,51,1413,0.036093418259
88,de 71 826 à 152 108 euros,"La sécurité, le terrorisme",41,1413,0.0290162774239
89,de 71 826 à 152 108 euros,La transparence en politique,131,1413,0.0927105449398
90,de 71 826 à 152 108 euros,Le handicap,17,1413,0.0120311394197
91,de 71 826 à 152 108 euros,Le logement,14,1413,0.00990799716914
92,de 71 826 à 152 108 euros,Le vivre ensemble,99,1413,0.0700636942675
93,de 71 826 à 152 108 euros,Les droits des animaux,54,1413,0.0382165605096
94,de 71 826 à 152 108 euros,Les droits des femmes,21,1413,0.0148619957537
95,de 71 826 à 152 108 euros,Les droits des personnes LGBT,8,1413,0.00566171266808
96,de 71 826 à 152 108 euros,L’accueil des migrants,17,1413,0.0120311394197
97,de 71 826 à 152 108 euros,L’emploi,83,1413,0.0587402689314
98,de 71 826 à 152 108 euros,L’économie,177,1413,0.125265392781
99,de 71 826 à 152 108 euros,L’éducation,226,1413,0.159943382873
100,de 9 700 à 26 791 euros,La défense des droits humains,1047,14759,0.0709397655668
101,de 9 700 à 26 791 euros,La justice sociale,1933,14759,0.13097093299
102,de 9 700 à 26 791 euros,La liberté de la presse et d’expression,222,14759,0.0150416694898
103,de 9 700 à 26 791 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",374,14759,0.0253404702216
104,de 9 700 à 26 791 euros,La politique étrangère,163,14759,0.0110441086794
105,de 9 700 à 26 791 euros,La protection de l'environnement,2277,14759,0.154278745172
106,de 9 700 à 26 791 euros,La religion,63,14759,0.00426858188224
107,de 9 700 à 26 791 euros,La santé,412,14759,0.0279151704045
108,de 9 700 à 26 791 euros,"La sécurité, le terrorisme",377,14759,0.0255437360255
109,de 9 700 à 26 791 euros,La transparence en politique,1337,14759,0.0905887932787
110,de 9 700 à 26 791 euros,Le handicap,333,14759,0.0225625042347
111,de 9 700 à 26 791 euros,Le logement,221,14759,0.0149739142218
112,de 9 700 à 26 791 euros,Le vivre ensemble,1078,14759,0.0730401788739
113,de 9 700 à 26 791 euros,Les droits des animaux,1092,14759,0.0739887526255
114,de 9 700 à 26 791 euros,Les droits des femmes,406,14759,0.0275086387967
115,de 9 700 à 26 791 euros,Les droits des personnes LGBT,94,14759,0.00636899518938
116,de 9 700 à 26 791 euros,L’accueil des migrants,159,14759,0.0107730876076
117,de 9 700 à 26 791 euros,L’emploi,984,14759,0.0666711836845
118,de 9 700 à 26 791 euros,L’économie,595,14759,0.0403143844434
119,de 9 700 à 26 791 euros,L’éducation,1592,14759,0.107866386612
