,revenu,answer,count,total,value
80,de 71 826 à 152 108 euros,La défense des droits humains,23,1413,0.0162774239207
81,de 71 826 à 152 108 euros,La justice sociale,48,1413,0.0339702760085
82,de 71 826 à 152 108 euros,La liberté de la presse et d’expression,23,1413,0.0162774239207
83,de 71 826 à 152 108 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",133,1413,0.0941259731069
84,de 71 826 à 152 108 euros,La politique étrangère,54,1413,0.0382165605096
85,de 71 826 à 152 108 euros,La protection de l'environnement,21,1413,0.0148619957537
86,de 71 826 à 152 108 euros,La religion,206,1413,0.145789101203
87,de 71 826 à 152 108 euros,La santé,5,1413,0.00353857041755
88,de 71 826 à 152 108 euros,"La sécurité, le terrorisme",292,1413,0.206652512385
89,de 71 826 à 152 108 euros,La transparence en politique,84,1413,0.0594479830149
90,de 71 826 à 152 108 euros,Le handicap,6,1413,0.00424628450106
91,de 71 826 à 152 108 euros,Le logement,11,1413,0.00778485491861
92,de 71 826 à 152 108 euros,Le vivre ensemble,57,1413,0.0403397027601
93,de 71 826 à 152 108 euros,Les droits des animaux,36,1413,0.0254777070064
94,de 71 826 à 152 108 euros,Les droits des femmes,11,1413,0.00778485491861
95,de 71 826 à 152 108 euros,Les droits des personnes LGBT,73,1413,0.0516631280962
96,de 71 826 à 152 108 euros,L’accueil des migrants,229,1413,0.162066525124
97,de 71 826 à 152 108 euros,L’emploi,28,1413,0.0198159943383
98,de 71 826 à 152 108 euros,L’économie,62,1413,0.0438782731776
99,de 71 826 à 152 108 euros,L’éducation,11,1413,0.00778485491861
100,de 9 700 à 26 791 euros,La défense des droits humains,156,14759,0.0105698218036
101,de 9 700 à 26 791 euros,La justice sociale,191,14759,0.0129412561827
102,de 9 700 à 26 791 euros,La liberté de la presse et d’expression,191,14759,0.0129412561827
103,de 9 700 à 26 791 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",1067,14759,0.0722948709262
104,de 9 700 à 26 791 euros,La politique étrangère,1116,14759,0.0756148790568
105,de 9 700 à 26 791 euros,La protection de l'environnement,160,14759,0.0108408428755
106,de 9 700 à 26 791 euros,La religion,2406,14759,0.163019174741
107,de 9 700 à 26 791 euros,La santé,32,14759,0.00216816857511
108,de 9 700 à 26 791 euros,"La sécurité, le terrorisme",2611,14759,0.176909004675
109,de 9 700 à 26 791 euros,La transparence en politique,848,14759,0.0574564672403
110,de 9 700 à 26 791 euros,Le handicap,75,14759,0.00508164509791
111,de 9 700 à 26 791 euros,Le logement,89,14759,0.00603021884952
112,de 9 700 à 26 791 euros,Le vivre ensemble,620,14759,0.0420082661427
113,de 9 700 à 26 791 euros,Les droits des animaux,329,14759,0.0222914831628
114,de 9 700 à 26 791 euros,Les droits des femmes,99,14759,0.00670777152924
115,de 9 700 à 26 791 euros,Les droits des personnes LGBT,439,14759,0.0297445626397
116,de 9 700 à 26 791 euros,L’accueil des migrants,2232,14759,0.151229758114
117,de 9 700 à 26 791 euros,L’emploi,365,14759,0.0247306728098
118,de 9 700 à 26 791 euros,L’économie,1600,14759,0.108408428755
119,de 9 700 à 26 791 euros,L’éducation,133,14759,0.00901145064029
