,taille_commune,answer,count,total,value
48,Je préfère ne pas répondre,"La sécurité, le terrorisme",99,1989,0.0497737556561
49,Je préfère ne pas répondre,La transparence en politique,93,1989,0.0467571644042
50,Je préfère ne pas répondre,Le handicap,48,1989,0.0241327300151
51,Je préfère ne pas répondre,Le logement,17,1989,0.00854700854701
52,Je préfère ne pas répondre,Le vivre ensemble,116,1989,0.0583207642031
53,Je préfère ne pas répondre,Les droits des animaux,222,1989,0.11161387632
54,Je préfère ne pas répondre,Les droits des femmes,73,1989,0.0367018602313
55,Je préfère ne pas répondre,Les droits des personnes LGBT,25,1989,0.0125691302162
56,Je préfère ne pas répondre,L’accueil des migrants,31,1989,0.0155857214681
57,Je préfère ne pas répondre,L’emploi,163,1989,0.0819507290096
58,Je préfère ne pas répondre,L’économie,99,1989,0.0497737556561
59,Je préfère ne pas répondre,L’éducation,189,1989,0.0950226244344
60,Moins de 2000 habitants,La défense des droits humains,1288,9396,0.137079608344
61,Moins de 2000 habitants,La justice sociale,1228,9396,0.130693912303
62,Moins de 2000 habitants,La liberté de la presse et d’expression,87,9396,0.00925925925926
63,Moins de 2000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",173,9396,0.0184120902512
64,Moins de 2000 habitants,La politique étrangère,35,9396,0.00372498935717
65,Moins de 2000 habitants,La protection de l'environnement,1237,9396,0.131651766709
66,Moins de 2000 habitants,La religion,32,9396,0.00340570455513
67,Moins de 2000 habitants,La santé,163,9396,0.0173478075777
68,Moins de 2000 habitants,"La sécurité, le terrorisme",495,9396,0.0526819923372
69,Moins de 2000 habitants,La transparence en politique,515,9396,0.0548105576841
70,Moins de 2000 habitants,Le handicap,110,9396,0.0117071094083
71,Moins de 2000 habitants,Le logement,19,9396,0.00202213707961
72,Moins de 2000 habitants,Le vivre ensemble,546,9396,0.0581098339719
73,Moins de 2000 habitants,Les droits des animaux,614,9396,0.0653469561516
74,Moins de 2000 habitants,Les droits des femmes,139,9396,0.0147935291613
75,Moins de 2000 habitants,Les droits des personnes LGBT,65,9396,0.00691783737761
76,Moins de 2000 habitants,L’accueil des migrants,90,9396,0.0095785440613
77,Moins de 2000 habitants,L’emploi,1085,9396,0.115474670072
78,Moins de 2000 habitants,L’économie,648,9396,0.0689655172414
79,Moins de 2000 habitants,L’éducation,827,9396,0.0880161770966
80,Plus de 100 000 habitants,La défense des droits humains,1172,8741,0.134080768791
81,Plus de 100 000 habitants,La justice sociale,1127,8741,0.128932616405
82,Plus de 100 000 habitants,La liberté de la presse et d’expression,71,8741,0.00812264043016
83,Plus de 100 000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",256,8741,0.0292872669031
84,Plus de 100 000 habitants,La politique étrangère,54,8741,0.00617778286237
85,Plus de 100 000 habitants,La protection de l'environnement,1249,8741,0.142889829539
86,Plus de 100 000 habitants,La religion,37,8741,0.00423292529459
87,Plus de 100 000 habitants,La santé,111,8741,0.0126987758838
88,Plus de 100 000 habitants,"La sécurité, le terrorisme",400,8741,0.0457613545361
89,Plus de 100 000 habitants,La transparence en politique,400,8741,0.0457613545361
90,Plus de 100 000 habitants,Le handicap,63,8741,0.00720741333943
91,Plus de 100 000 habitants,Le logement,40,8741,0.00457613545361
92,Plus de 100 000 habitants,Le vivre ensemble,635,8741,0.072646150326
93,Plus de 100 000 habitants,Les droits des animaux,381,8741,0.0435876901956
94,Plus de 100 000 habitants,Les droits des femmes,234,8741,0.0267703924036
95,Plus de 100 000 habitants,Les droits des personnes LGBT,75,8741,0.00858025397552
96,Plus de 100 000 habitants,L’accueil des migrants,109,8741,0.0124699691111
97,Plus de 100 000 habitants,L’emploi,744,8741,0.0851161194371
98,Plus de 100 000 habitants,L’économie,549,8741,0.0628074591008
99,Plus de 100 000 habitants,L’éducation,1034,8741,0.118293101476
