,age,answer,count,total,value
252,76-80,Le vivre ensemble,16,593,0.026981450253
253,76-80,Les droits des animaux,19,593,0.0320404721754
254,76-80,Les droits des femmes,20,593,0.0337268128162
255,76-80,Les droits des personnes LGBT,3,593,0.00505902192243
256,76-80,L’accueil des migrants,14,593,0.0236087689713
257,76-80,L’emploi,46,593,0.0775716694772
258,76-80,L’économie,41,593,0.0691399662732
259,76-80,L’éducation,112,593,0.188870151771
260,Je préfère ne pas répondre,La défense des droits humains,16,172,0.093023255814
261,Je préfère ne pas répondre,La justice sociale,13,172,0.0755813953488
262,Je préfère ne pas répondre,La liberté de la presse et d’expression,1,172,0.00581395348837
263,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",5,172,0.0290697674419
264,Je préfère ne pas répondre,La politique étrangère,3,172,0.0174418604651
265,Je préfère ne pas répondre,La protection de l'environnement,27,172,0.156976744186
266,Je préfère ne pas répondre,La religion,2,172,0.0116279069767
267,Je préfère ne pas répondre,La santé,7,172,0.0406976744186
268,Je préfère ne pas répondre,"La sécurité, le terrorisme",2,172,0.0116279069767
269,Je préfère ne pas répondre,La transparence en politique,24,172,0.139534883721
270,Je préfère ne pas répondre,Le handicap,3,172,0.0174418604651
271,Je préfère ne pas répondre,Le logement,4,172,0.0232558139535
272,Je préfère ne pas répondre,Le vivre ensemble,6,172,0.0348837209302
273,Je préfère ne pas répondre,Les droits des animaux,21,172,0.122093023256
274,Je préfère ne pas répondre,Les droits des femmes,3,172,0.0174418604651
275,Je préfère ne pas répondre,Les droits des personnes LGBT,2,172,0.0116279069767
276,Je préfère ne pas répondre,L’accueil des migrants,1,172,0.00581395348837
277,Je préfère ne pas répondre,L’emploi,7,172,0.0406976744186
278,Je préfère ne pas répondre,L’économie,7,172,0.0406976744186
279,Je préfère ne pas répondre,L’éducation,18,172,0.104651162791
280,Plus de 80 ans,La défense des droits humains,24,361,0.0664819944598
281,Plus de 80 ans,La justice sociale,37,361,0.102493074792
282,Plus de 80 ans,La liberté de la presse et d’expression,10,361,0.0277008310249
283,Plus de 80 ans,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",11,361,0.0304709141274
284,Plus de 80 ans,La politique étrangère,15,361,0.0415512465374
285,Plus de 80 ans,La protection de l'environnement,30,361,0.0831024930748
286,Plus de 80 ans,La religion,9,361,0.0249307479224
287,Plus de 80 ans,La santé,5,361,0.0138504155125
288,Plus de 80 ans,"La sécurité, le terrorisme",15,361,0.0415512465374
289,Plus de 80 ans,La transparence en politique,22,361,0.0609418282548
290,Plus de 80 ans,Le handicap,5,361,0.0138504155125
291,Plus de 80 ans,Le logement,5,361,0.0138504155125
292,Plus de 80 ans,Le vivre ensemble,20,361,0.0554016620499
293,Plus de 80 ans,Les droits des animaux,13,361,0.0360110803324
294,Plus de 80 ans,Les droits des femmes,9,361,0.0249307479224
295,Plus de 80 ans,Les droits des personnes LGBT,1,361,0.00277008310249
296,Plus de 80 ans,L’accueil des migrants,10,361,0.0277008310249
297,Plus de 80 ans,L’emploi,27,361,0.0747922437673
298,Plus de 80 ans,L’économie,35,361,0.0969529085873
299,Plus de 80 ans,L’éducation,58,361,0.160664819945
