,profession,answer,count,total,value
109,Etudiant,Le logement,6,3489,0.00171969045572
110,Etudiant,Le vivre ensemble,309,3489,0.0885640584695
111,Etudiant,Les droits des animaux,200,3489,0.0573230151906
112,Etudiant,Les droits des femmes,172,3489,0.0492977930639
113,Etudiant,Les droits des personnes LGBT,60,3489,0.0171969045572
114,Etudiant,L’accueil des migrants,80,3489,0.0229292060762
115,Etudiant,L’emploi,159,3489,0.0455717970765
116,Etudiant,L’économie,143,3489,0.0409859558613
117,Etudiant,L’éducation,378,3489,0.10834049871
118,Je préfère ne pas répondre,La défense des droits humains,239,1906,0.125393494229
119,Je préfère ne pas répondre,La justice sociale,201,1906,0.105456453305
120,Je préfère ne pas répondre,La liberté de la presse et d’expression,15,1906,0.00786988457503
121,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",42,1906,0.0220356768101
122,Je préfère ne pas répondre,La politique étrangère,15,1906,0.00786988457503
123,Je préfère ne pas répondre,La protection de l'environnement,219,1906,0.114900314795
124,Je préfère ne pas répondre,La religion,11,1906,0.00577124868835
125,Je préfère ne pas répondre,La santé,41,1906,0.0215110178384
126,Je préfère ne pas répondre,"La sécurité, le terrorisme",106,1906,0.0556138509969
127,Je préfère ne pas répondre,La transparence en politique,107,1906,0.0561385099685
128,Je préfère ne pas répondre,Le handicap,38,1906,0.0199370409234
129,Je préfère ne pas répondre,Le logement,14,1906,0.00734522560336
130,Je préfère ne pas répondre,Le vivre ensemble,108,1906,0.0566631689402
131,Je préfère ne pas répondre,Les droits des animaux,163,1906,0.085519412382
132,Je préfère ne pas répondre,Les droits des femmes,46,1906,0.0241343126967
133,Je préfère ne pas répondre,Les droits des personnes LGBT,14,1906,0.00734522560336
134,Je préfère ne pas répondre,L’accueil des migrants,27,1906,0.014165792235
135,Je préfère ne pas répondre,L’emploi,188,1906,0.0986358866737
136,Je préfère ne pas répondre,L’économie,121,1906,0.0634837355719
137,Je préfère ne pas répondre,L’éducation,191,1906,0.100209863589
138,Lycéen,La défense des droits humains,126,961,0.131113423517
139,Lycéen,La justice sociale,45,961,0.0468262226847
140,Lycéen,La liberté de la presse et d’expression,14,961,0.0145681581686
141,Lycéen,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",109,961,0.11342351717
142,Lycéen,La politique étrangère,7,961,0.00728407908429
143,Lycéen,La protection de l'environnement,102,961,0.106139438085
144,Lycéen,La religion,9,961,0.00936524453694
145,Lycéen,La santé,8,961,0.00832466181061
146,Lycéen,"La sécurité, le terrorisme",53,961,0.0551508844953
147,Lycéen,La transparence en politique,21,961,0.0218522372529
148,Lycéen,Le handicap,7,961,0.00728407908429
149,Lycéen,Le logement,2,961,0.00208116545265
150,Lycéen,Le vivre ensemble,44,961,0.0457856399584
151,Lycéen,Les droits des animaux,98,961,0.10197710718
152,Lycéen,Les droits des femmes,52,961,0.054110301769
153,Lycéen,Les droits des personnes LGBT,35,961,0.0364203954214
154,Lycéen,L’accueil des migrants,34,961,0.0353798126951
155,Lycéen,L’emploi,53,961,0.0551508844953
156,Lycéen,L’économie,32,961,0.0332986472425
157,Lycéen,L’éducation,110,961,0.114464099896
158,Ouvriers,La défense des droits humains,158,1215,0.130041152263
159,Ouvriers,La justice sociale,201,1215,0.165432098765
160,Ouvriers,La liberté de la presse et d’expression,16,1215,0.0131687242798
161,Ouvriers,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",16,1215,0.0131687242798
162,Ouvriers,La politique étrangère,6,1215,0.00493827160494
163,Ouvriers,La protection de l'environnement,104,1215,0.0855967078189
164,Ouvriers,La religion,3,1215,0.00246913580247
165,Ouvriers,La santé,17,1215,0.0139917695473
166,Ouvriers,"La sécurité, le terrorisme",83,1215,0.0683127572016
167,Ouvriers,La transparence en politique,76,1215,0.0625514403292
168,Ouvriers,Le handicap,16,1215,0.0131687242798
169,Ouvriers,Le logement,8,1215,0.00658436213992
170,Ouvriers,Le vivre ensemble,48,1215,0.0395061728395
171,Ouvriers,Les droits des animaux,71,1215,0.0584362139918
172,Ouvriers,Les droits des femmes,15,1215,0.0123456790123
173,Ouvriers,Les droits des personnes LGBT,3,1215,0.00246913580247
174,Ouvriers,L’accueil des migrants,16,1215,0.0131687242798
175,Ouvriers,L’emploi,212,1215,0.174485596708
176,Ouvriers,L’économie,79,1215,0.0650205761317
177,Ouvriers,L’éducation,67,1215,0.0551440329218
178,Professions Intermédiaires,La défense des droits humains,551,3674,0.149972781709
179,Professions Intermédiaires,La justice sociale,557,3674,0.151605879151
180,Professions Intermédiaires,La liberté de la presse et d’expression,19,3674,0.00517147523136
181,Professions Intermédiaires,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",55,3674,0.0149700598802
182,Professions Intermédiaires,La politique étrangère,6,3674,0.00163309744148
183,Professions Intermédiaires,La protection de l'environnement,550,3674,0.149700598802
184,Professions Intermédiaires,La religion,7,3674,0.00190528034839
185,Professions Intermédiaires,La santé,74,3674,0.0201415351116
186,Professions Intermédiaires,"La sécurité, le terrorisme",175,3674,0.0476320087099
187,Professions Intermédiaires,La transparence en politique,148,3674,0.0402830702232
188,Professions Intermédiaires,Le handicap,28,3674,0.00762112139358
189,Professions Intermédiaires,Le logement,16,3674,0.00435492651062
190,Professions Intermédiaires,Le vivre ensemble,254,3674,0.069134458356
191,Professions Intermédiaires,Les droits des animaux,173,3674,0.047087642896
192,Professions Intermédiaires,Les droits des femmes,59,3674,0.0160587915079
193,Professions Intermédiaires,Les droits des personnes LGBT,13,3674,0.00353837778987
194,Professions Intermédiaires,L’accueil des migrants,37,3674,0.0100707675558
195,Professions Intermédiaires,L’emploi,342,3674,0.0930865541644
196,Professions Intermédiaires,L’économie,199,3674,0.0541643984758
197,Professions Intermédiaires,L’éducation,411,3674,0.111867174741
198,Sans emploi,La défense des droits humains,371,2685,0.138175046555
199,Sans emploi,La justice sociale,294,2685,0.109497206704
200,Sans emploi,La liberté de la presse et d’expression,20,2685,0.00744878957169
201,Sans emploi,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",57,2685,0.0212290502793
202,Sans emploi,La politique étrangère,7,2685,0.00260707635009
203,Sans emploi,La protection de l'environnement,278,2685,0.103538175047
204,Sans emploi,La religion,13,2685,0.0048417132216
205,Sans emploi,La santé,23,2685,0.00856610800745
206,Sans emploi,"La sécurité, le terrorisme",123,2685,0.0458100558659
207,Sans emploi,La transparence en politique,126,2685,0.0469273743017
208,Sans emploi,Le handicap,67,2685,0.0249534450652
209,Sans emploi,Le logement,27,2685,0.0100558659218
210,Sans emploi,Le vivre ensemble,137,2685,0.0510242085661
211,Sans emploi,Les droits des animaux,250,2685,0.0931098696462
212,Sans emploi,Les droits des femmes,67,2685,0.0249534450652
213,Sans emploi,Les droits des personnes LGBT,34,2685,0.0126629422719
214,Sans emploi,L’accueil des migrants,28,2685,0.0104283054004
215,Sans emploi,L’emploi,474,2685,0.176536312849
216,Sans emploi,L’économie,92,2685,0.0342644320298
217,Sans emploi,L’éducation,197,2685,0.0733705772812
