,tendance,answer,count,total,value
137,Extrême gauche,L’emploi,135,3035,0.0444810543657
138,Extrême gauche,L’économie,64,3035,0.0210873146623
139,Extrême gauche,L’éducation,314,3035,0.103459637562
140,Gauche,La défense des droits humains,676,8254,0.0818996850012
141,Gauche,La justice sociale,1424,8254,0.172522413375
142,Gauche,La liberté de la presse et d’expression,117,8254,0.014174945481
143,Gauche,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",370,8254,0.0448267506663
144,Gauche,La politique étrangère,80,8254,0.00969227041434
145,Gauche,La protection de l'environnement,1085,8254,0.131451417495
146,Gauche,La religion,19,8254,0.00230191422341
147,Gauche,La santé,176,8254,0.0213229949116
148,Gauche,"La sécurité, le terrorisme",53,8254,0.0064211291495
149,Gauche,La transparence en politique,609,8254,0.0737824085292
150,Gauche,Le handicap,188,8254,0.0227768354737
151,Gauche,Le logement,120,8254,0.0145384056215
152,Gauche,Le vivre ensemble,712,8254,0.0862612066877
153,Gauche,Les droits des animaux,348,8254,0.0421613763024
154,Gauche,Les droits des femmes,324,8254,0.0392536951781
155,Gauche,Les droits des personnes LGBT,80,8254,0.00969227041434
156,Gauche,L’accueil des migrants,119,8254,0.0144172522413
157,Gauche,L’emploi,463,8254,0.056094015023
158,Gauche,L’économie,252,8254,0.0305306518052
159,Gauche,L’éducation,1039,8254,0.125878362006
160,Je préfère ne pas répondre,La défense des droits humains,408,6494,0.0628272251309
161,Je préfère ne pas répondre,La justice sociale,698,6494,0.107483831229
162,Je préfère ne pas répondre,La liberté de la presse et d’expression,102,6494,0.0157068062827
163,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",153,6494,0.0235602094241
164,Je préfère ne pas répondre,La politique étrangère,93,6494,0.0143209116107
165,Je préfère ne pas répondre,La protection de l'environnement,827,6494,0.127348321528
166,Je préfère ne pas répondre,La religion,28,6494,0.0043116723129
167,Je préfère ne pas répondre,La santé,191,6494,0.0294117647059
168,Je préfère ne pas répondre,"La sécurité, le terrorisme",213,6494,0.0327995072374
169,Je préfère ne pas répondre,La transparence en politique,611,6494,0.0940868493994
170,Je préfère ne pas répondre,Le handicap,183,6494,0.0281798583308
171,Je préfère ne pas répondre,Le logement,103,6494,0.0158607945796
172,Je préfère ne pas répondre,Le vivre ensemble,370,6494,0.0569756698491
173,Je préfère ne pas répondre,Les droits des animaux,633,6494,0.097474591931
174,Je préfère ne pas répondre,Les droits des femmes,248,6494,0.0381890976286
175,Je préfère ne pas répondre,Les droits des personnes LGBT,59,6494,0.00908530951648
176,Je préfère ne pas répondre,L’accueil des migrants,72,6494,0.011087157376
177,Je préfère ne pas répondre,L’emploi,554,6494,0.0853095164767
178,Je préfère ne pas répondre,L’économie,291,6494,0.0448105943948
179,Je préfère ne pas répondre,L’éducation,657,6494,0.101170311056
180,Écologiste,La défense des droits humains,304,5725,0.0531004366812
181,Écologiste,La justice sociale,415,5725,0.0724890829694
182,Écologiste,La liberté de la presse et d’expression,66,5725,0.0115283842795
183,Écologiste,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",137,5725,0.0239301310044
184,Écologiste,La politique étrangère,35,5725,0.0061135371179
185,Écologiste,La protection de l'environnement,2047,5725,0.357554585153
186,Écologiste,La religion,11,5725,0.00192139737991
187,Écologiste,La santé,99,5725,0.0172925764192
188,Écologiste,"La sécurité, le terrorisme",14,5725,0.00244541484716
189,Écologiste,La transparence en politique,344,5725,0.0600873362445
190,Écologiste,Le handicap,74,5725,0.0129257641921
191,Écologiste,Le logement,51,5725,0.00890829694323
192,Écologiste,Le vivre ensemble,453,5725,0.0791266375546
193,Écologiste,Les droits des animaux,678,5725,0.118427947598
194,Écologiste,Les droits des femmes,164,5725,0.0286462882096
195,Écologiste,Les droits des personnes LGBT,52,5725,0.00908296943231
196,Écologiste,L’accueil des migrants,73,5725,0.0127510917031
197,Écologiste,L’emploi,102,5725,0.0178165938865
198,Écologiste,L’économie,69,5725,0.0120524017467
199,Écologiste,L’éducation,537,5725,0.0937991266376
