,taille_commune,answer,count,total,value
30,2000 à 20 000 habitants,Le handicap,352,14496,0.0242825607064
31,2000 à 20 000 habitants,Le logement,203,14496,0.0140038631347
32,2000 à 20 000 habitants,Le vivre ensemble,966,14496,0.0666390728477
33,2000 à 20 000 habitants,Les droits des animaux,1123,14496,0.0774696467991
34,2000 à 20 000 habitants,Les droits des femmes,425,14496,0.0293184326711
35,2000 à 20 000 habitants,Les droits des personnes LGBT,100,14496,0.00689845474614
36,2000 à 20 000 habitants,L’accueil des migrants,151,14496,0.0104166666667
37,2000 à 20 000 habitants,L’emploi,1053,14496,0.0726407284768
38,2000 à 20 000 habitants,L’économie,757,14496,0.0522213024283
39,2000 à 20 000 habitants,L’éducation,1645,14496,0.113479580574
40,Je préfère ne pas répondre,La défense des droits humains,154,1989,0.0774258421317
41,Je préfère ne pas répondre,La justice sociale,192,1989,0.0965309200603
42,Je préfère ne pas répondre,La liberté de la presse et d’expression,48,1989,0.0241327300151
43,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",76,1989,0.0382101558572
44,Je préfère ne pas répondre,La politique étrangère,33,1989,0.0165912518854
45,Je préfère ne pas répondre,La protection de l'environnement,293,1989,0.147310206134
46,Je préfère ne pas répondre,La religion,14,1989,0.00703871292107
47,Je préfère ne pas répondre,La santé,43,1989,0.0216189039718
48,Je préfère ne pas répondre,"La sécurité, le terrorisme",66,1989,0.0331825037707
49,Je préfère ne pas répondre,La transparence en politique,151,1989,0.0759175465058
50,Je préfère ne pas répondre,Le handicap,48,1989,0.0241327300151
51,Je préfère ne pas répondre,Le logement,30,1989,0.0150829562594
52,Je préfère ne pas répondre,Le vivre ensemble,105,1989,0.052790346908
53,Je préfère ne pas répondre,Les droits des animaux,221,1989,0.111111111111
54,Je préfère ne pas répondre,Les droits des femmes,90,1989,0.0452488687783
55,Je préfère ne pas répondre,Les droits des personnes LGBT,25,1989,0.0125691302162
56,Je préfère ne pas répondre,L’accueil des migrants,26,1989,0.0130718954248
57,Je préfère ne pas répondre,L’emploi,128,1989,0.0643539467069
58,Je préfère ne pas répondre,L’économie,78,1989,0.0392156862745
59,Je préfère ne pas répondre,L’éducation,168,1989,0.0844645550528
60,Moins de 2000 habitants,La défense des droits humains,605,9396,0.0643891017454
61,Moins de 2000 habitants,La justice sociale,1147,9396,0.122073222648
62,Moins de 2000 habitants,La liberté de la presse et d’expression,149,9396,0.0158578118348
63,Moins de 2000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",201,9396,0.0213920817369
64,Moins de 2000 habitants,La politique étrangère,98,9396,0.0104299702001
65,Moins de 2000 habitants,La protection de l'environnement,1494,9396,0.159003831418
66,Moins de 2000 habitants,La religion,36,9396,0.00383141762452
67,Moins de 2000 habitants,La santé,263,9396,0.0279906343125
68,Moins de 2000 habitants,"La sécurité, le terrorisme",241,9396,0.0256492124308
69,Moins de 2000 habitants,La transparence en politique,910,9396,0.0968497232865
70,Moins de 2000 habitants,Le handicap,204,9396,0.021711366539
71,Moins de 2000 habitants,Le logement,116,9396,0.0123456790123
72,Moins de 2000 habitants,Le vivre ensemble,665,9396,0.0707747977863
73,Moins de 2000 habitants,Les droits des animaux,748,9396,0.0796083439762
74,Moins de 2000 habitants,Les droits des femmes,252,9396,0.0268199233716
75,Moins de 2000 habitants,Les droits des personnes LGBT,78,9396,0.00830140485313
76,Moins de 2000 habitants,L’accueil des migrants,104,9396,0.0110685398042
77,Moins de 2000 habitants,L’emploi,631,9396,0.0671562366965
78,Moins de 2000 habitants,L’économie,460,9396,0.04895700298
79,Moins de 2000 habitants,L’éducation,994,9396,0.105789697744
80,Plus de 100 000 habitants,La défense des droits humains,522,8741,0.0597185676696
81,Plus de 100 000 habitants,La justice sociale,897,8741,0.102619837547
82,Plus de 100 000 habitants,La liberté de la presse et d’expression,160,8741,0.0183045418144
83,Plus de 100 000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",265,8741,0.0303168973802
84,Plus de 100 000 habitants,La politique étrangère,189,8741,0.0216222400183
85,Plus de 100 000 habitants,La protection de l'environnement,1491,8741,0.170575449033
86,Plus de 100 000 habitants,La religion,42,8741,0.00480494222629
87,Plus de 100 000 habitants,La santé,165,8741,0.0188765587461
88,Plus de 100 000 habitants,"La sécurité, le terrorisme",156,8741,0.0178469282691
89,Plus de 100 000 habitants,La transparence en politique,798,8741,0.0912939022995
90,Plus de 100 000 habitants,Le handicap,164,8741,0.0187621553598
91,Plus de 100 000 habitants,Le logement,149,8741,0.0170461045647
92,Plus de 100 000 habitants,Le vivre ensemble,678,8741,0.0775654959387
93,Plus de 100 000 habitants,Les droits des animaux,565,8741,0.0646379132822
94,Plus de 100 000 habitants,Les droits des femmes,321,8741,0.0367234870152
95,Plus de 100 000 habitants,Les droits des personnes LGBT,98,8741,0.0112115318613
96,Plus de 100 000 habitants,L’accueil des migrants,135,8741,0.0154444571559
97,Plus de 100 000 habitants,L’emploi,404,8741,0.0462189680815
98,Plus de 100 000 habitants,L’économie,409,8741,0.0467909850132
99,Plus de 100 000 habitants,L’éducation,1133,8741,0.129619036723
