,profession,answer,count,total,value
82,Autre,UNE FEMME,30,8738,0.003433279926756695
83,Autre,COURAGE,28,8738,0.0032043945983062485
84,Autre,CHARISMATIQUE,28,8738,0.0032043945983062485
85,Autre,ATTENTIF,28,8738,0.0032043945983062485
86,Autre,SARKOZY,27,8738,0.0030899519340810253
87,Autre,DROIT,27,8738,0.0030899519340810253
88,Autre,AUCUN,27,8738,0.0030899519340810253
89,Autre,NOUVEAU,26,8738,0.002975509269855802
90,Autre,COMPÉTENCE,26,8738,0.002975509269855802
91,Autre,CRÉDIBLE,26,8738,0.002975509269855802
92,Autre,JEUNE,25,8738,0.002861066605630579
93,Autre,FRANÇAIS,25,8738,0.002861066605630579
94,Autre,VOLONTAIRE,25,8738,0.002861066605630579
95,Autre,PROBITÉ,24,8738,0.002746623941405356
96,Autre,SOCIAL,24,8738,0.002746623941405356
97,Autre,CONCRET,23,8738,0.002632181277180133
98,Autre,EFFICACITÉ,23,8738,0.002632181277180133
99,Autre,DÉTERMINÉ,23,8738,0.002632181277180133
100,Agriculteurs exploitants,HONNÊTE,47,306,0.15359477124183007
101,Agriculteurs exploitants,INTÈGRE,23,306,0.07516339869281045
102,Agriculteurs exploitants,JUSTE,10,306,0.032679738562091505
103,Agriculteurs exploitants,SINCÈRE,8,306,0.026143790849673203
104,Agriculteurs exploitants,RÉALISTE,8,306,0.026143790849673203
105,Agriculteurs exploitants,HONNÊTETÉ,7,306,0.02287581699346405
106,Agriculteurs exploitants,EFFICACE,7,306,0.02287581699346405
107,Agriculteurs exploitants,COURAGEUX,7,306,0.02287581699346405
108,Agriculteurs exploitants,INDÉPENDANT,6,306,0.0196078431372549
109,Agriculteurs exploitants,HUMAIN,5,306,0.016339869281045753
110,Agriculteurs exploitants,PRAGMATIQUE,5,306,0.016339869281045753
111,Agriculteurs exploitants,DROITURE,4,306,0.013071895424836602
112,Agriculteurs exploitants,FRANC,4,306,0.013071895424836602
113,Agriculteurs exploitants,COMPÉTENT,4,306,0.013071895424836602
114,Agriculteurs exploitants,ÉCOLOGISTE,3,306,0.00980392156862745
115,Agriculteurs exploitants,À L'ÉCOUTE,3,306,0.00980392156862745
116,Agriculteurs exploitants,DROIT,3,306,0.00980392156862745
117,Agriculteurs exploitants,IRRÉPROCHABLE,3,306,0.00980392156862745
118,Agriculteurs exploitants,UNE FEMME,3,306,0.00980392156862745
119,Agriculteurs exploitants,RESPONSABLE,3,306,0.00980392156862745
120,Agriculteurs exploitants,HUMANISTE,3,306,0.00980392156862745
121,Agriculteurs exploitants,ATTENTIF,2,306,0.006535947712418301
122,Agriculteurs exploitants,CHARISME,2,306,0.006535947712418301
123,Agriculteurs exploitants,MÉLENCHON,2,306,0.006535947712418301
124,Agriculteurs exploitants,CRÉDIBLE,2,306,0.006535947712418301
125,Agriculteurs exploitants,ALTRUISTE,2,306,0.006535947712418301
126,Agriculteurs exploitants,SOLIDAIRE,2,306,0.006535947712418301
127,Agriculteurs exploitants,INSOUMIS,2,306,0.006535947712418301
128,Agriculteurs exploitants,OUVERT,2,306,0.006535947712418301
129,Agriculteurs exploitants,RÉVOCABLE,2,306,0.006535947712418301
130,Agriculteurs exploitants,JEUNE,2,306,0.006535947712418301
131,Agriculteurs exploitants,VRAI,2,306,0.006535947712418301
132,Agriculteurs exploitants,VISIONNAIRE,2,306,0.006535947712418301
133,Agriculteurs exploitants,IDÉALISTE,2,306,0.006535947712418301
134,Agriculteurs exploitants,BIENVEILLANT,2,306,0.006535947712418301
135,Agriculteurs exploitants,FILLON,2,306,0.006535947712418301
136,Agriculteurs exploitants,HUMBLE,2,306,0.006535947712418301
137,Agriculteurs exploitants,SINCÉRITÉ,2,306,0.006535947712418301
138,Agriculteurs exploitants,ENGAGÉ,2,306,0.006535947712418301
139,Agriculteurs exploitants,FERME,2,306,0.006535947712418301
140,Agriculteurs exploitants,CONSCIENT,2,306,0.006535947712418301
141,Agriculteurs exploitants,LOYAL,2,306,0.006535947712418301
142,Agriculteurs exploitants,RESPECTUEUX,2,306,0.006535947712418301
143,Agriculteurs exploitants,MODERNE,1,306,0.0032679738562091504
144,Agriculteurs exploitants,"HONNÊTETÉ,",1,306,0.0032679738562091504
145,Agriculteurs exploitants,DINAMIQUE,1,306,0.0032679738562091504
146,Agriculteurs exploitants,PATRIOTISME,1,306,0.0032679738562091504
147,Agriculteurs exploitants,DURABILITÉ,1,306,0.0032679738562091504
148,Agriculteurs exploitants,AUDACIEUX,1,306,0.0032679738562091504
149,Agriculteurs exploitants,REVEILLE TOI !,1,306,0.0032679738562091504
150,Professions Intermédiaires,HONNÊTE,723,3632,0.19906387665198239
151,Professions Intermédiaires,INTÈGRE,230,3632,0.06332599118942732
152,Professions Intermédiaires,JUSTE,115,3632,0.03166299559471366
153,Professions Intermédiaires,HUMAIN,105,3632,0.028909691629955946
154,Professions Intermédiaires,HUMANISTE,99,3632,0.027257709251101322
155,Professions Intermédiaires,HONNÊTETÉ,96,3632,0.02643171806167401
156,Professions Intermédiaires,RÉALISTE,79,3632,0.021751101321585902
157,Professions Intermédiaires,SINCÈRE,77,3632,0.021200440528634363
158,Professions Intermédiaires,VISIONNAIRE,65,3632,0.01789647577092511
159,Professions Intermédiaires,COMPÉTENT,57,3632,0.015693832599118943
160,Professions Intermédiaires,EFFICACE,55,3632,0.0151431718061674
161,Professions Intermédiaires,ALTRUISTE,49,3632,0.013491189427312776
162,Professions Intermédiaires,RESPONSABLE,45,3632,0.01238986784140969
163,Professions Intermédiaires,À L'ÉCOUTE,44,3632,0.012114537444933921
164,Professions Intermédiaires,COURAGEUX,43,3632,0.01183920704845815
165,Professions Intermédiaires,PRAGMATIQUE,41,3632,0.011288546255506607
166,Professions Intermédiaires,INTÉGRITÉ,36,3632,0.009911894273127754
167,Professions Intermédiaires,INCORRUPTIBLE,32,3632,0.00881057268722467
168,Professions Intermédiaires,INDÉPENDANT,32,3632,0.00881057268722467
169,Professions Intermédiaires,CITOYEN,29,3632,0.007984581497797356
170,Professions Intermédiaires,HUMBLE,24,3632,0.006607929515418502
171,Professions Intermédiaires,LOYAL,24,3632,0.006607929515418502
172,Professions Intermédiaires,OUVERT,24,3632,0.006607929515418502
173,Professions Intermédiaires,FIABLE,21,3632,0.005781938325991189
174,Professions Intermédiaires,ÉCOLOGISTE,21,3632,0.005781938325991189
175,Professions Intermédiaires,ENGAGÉ,20,3632,0.005506607929515419
176,Professions Intermédiaires,INTELLIGENT,20,3632,0.005506607929515419
177,Professions Intermédiaires,BIENVEILLANT,19,3632,0.0052312775330396475
178,Professions Intermédiaires,LE PEN,18,3632,0.004955947136563877
179,Professions Intermédiaires,EXEMPLAIRE,17,3632,0.004680616740088106
180,Professions Intermédiaires,VRAI,17,3632,0.004680616740088106
181,Professions Intermédiaires,DROIT,16,3632,0.004405286343612335
182,Professions Intermédiaires,DÉSINTÉRESSÉ,16,3632,0.004405286343612335
183,Professions Intermédiaires,UNE FEMME,15,3632,0.004129955947136564
184,Professions Intermédiaires,MÉLENCHON,15,3632,0.004129955947136564
185,Professions Intermédiaires,CHARISMATIQUE,15,3632,0.004129955947136564
186,Professions Intermédiaires,ATTENTIF,15,3632,0.004129955947136564
187,Professions Intermédiaires,EMPATHIQUE,14,3632,0.003854625550660793
188,Professions Intermédiaires,RESPECTUEUX,14,3632,0.003854625550660793
189,Professions Intermédiaires,ÉQUITABLE,14,3632,0.003854625550660793
190,Professions Intermédiaires,LIBRE,13,3632,0.003579295154185022
191,Professions Intermédiaires,FRANC,12,3632,0.003303964757709251
192,Professions Intermédiaires,RASSEMBLEUR,12,3632,0.003303964757709251
193,Professions Intermédiaires,DÉMOCRATE,11,3632,0.0030286343612334803
194,Professions Intermédiaires,NOVATEUR,11,3632,0.0030286343612334803
195,Professions Intermédiaires,IRRÉPROCHABLE,11,3632,0.0030286343612334803
196,Professions Intermédiaires,DROITURE,10,3632,0.0027533039647577094
197,Professions Intermédiaires,SAGE,10,3632,0.0027533039647577094
198,Professions Intermédiaires,PATRIOTE,10,3632,0.0027533039647577094
199,Professions Intermédiaires,APOLITIQUE,9,3632,0.0024779735682819385
200,"Artisans, commerçants et chefs d’entreprise",HONNÊTE,484,2633,0.18382073680212685
201,"Artisans, commerçants et chefs d’entreprise",INTÈGRE,144,2633,0.05469046714774022
202,"Artisans, commerçants et chefs d’entreprise",HONNÊTETÉ,73,2633,0.027725028484618306
203,"Artisans, commerçants et chefs d’entreprise",HUMAIN,65,2633,0.024686669198632737
204,"Artisans, commerçants et chefs d’entreprise",COURAGEUX,60,2633,0.02278769464489176
205,"Artisans, commerçants et chefs d’entreprise",JUSTE,58,2633,0.022028104823395366
206,"Artisans, commerçants et chefs d’entreprise",HUMANISTE,54,2633,0.020508925180402583
207,"Artisans, commerçants et chefs d’entreprise",VISIONNAIRE,48,2633,0.018230155715913406
208,"Artisans, commerçants et chefs d’entreprise",EFFICACE,45,2633,0.017090770983668818
209,"Artisans, commerçants et chefs d’entreprise",SINCÈRE,42,2633,0.01595138625142423
210,"Artisans, commerçants et chefs d’entreprise",COMPÉTENT,39,2633,0.014812001519179644
211,"Artisans, commerçants et chefs d’entreprise",PRAGMATIQUE,39,2633,0.014812001519179644
212,"Artisans, commerçants et chefs d’entreprise",RÉALISTE,33,2633,0.012533232054690467
213,"Artisans, commerçants et chefs d’entreprise",ALTRUISTE,27,2633,0.010254462590201291
214,"Artisans, commerçants et chefs d’entreprise",RESPONSABLE,27,2633,0.010254462590201291
215,"Artisans, commerçants et chefs d’entreprise",LE PEN,24,2633,0.009115077857956703
216,"Artisans, commerçants et chefs d’entreprise",INDÉPENDANT,23,2633,0.008735282947208508
217,"Artisans, commerçants et chefs d’entreprise",À L'ÉCOUTE,20,2633,0.007595898214963919
218,"Artisans, commerçants et chefs d’entreprise",PATRIOTE,19,2633,0.0072161033042157235
219,"Artisans, commerçants et chefs d’entreprise",DÉSINTÉRESSÉ,18,2633,0.006836308393467528
220,"Artisans, commerçants et chefs d’entreprise",LOYAL,17,2633,0.006456513482719331
221,"Artisans, commerçants et chefs d’entreprise",HUMBLE,17,2633,0.006456513482719331
222,"Artisans, commerçants et chefs d’entreprise",FRANC,17,2633,0.006456513482719331
223,"Artisans, commerçants et chefs d’entreprise",INCORRUPTIBLE,16,2633,0.0060767185719711354
224,"Artisans, commerçants et chefs d’entreprise",INTÉGRITÉ,16,2633,0.0060767185719711354
225,"Artisans, commerçants et chefs d’entreprise",CITOYEN,16,2633,0.0060767185719711354
226,"Artisans, commerçants et chefs d’entreprise",INTELLIGENT,13,2633,0.004937333839726547
227,"Artisans, commerçants et chefs d’entreprise",VRAI,13,2633,0.004937333839726547
228,"Artisans, commerçants et chefs d’entreprise",CONCRET,12,2633,0.004557538928978352
229,"Artisans, commerçants et chefs d’entreprise",FIABLE,12,2633,0.004557538928978352
230,"Artisans, commerçants et chefs d’entreprise",RÉFORMATEUR,11,2633,0.004177744018230156
231,"Artisans, commerçants et chefs d’entreprise",INNOVANT,11,2633,0.004177744018230156
232,"Artisans, commerçants et chefs d’entreprise",COURAGE,11,2633,0.004177744018230156
233,"Artisans, commerçants et chefs d’entreprise",EXEMPLAIRE,10,2633,0.0037979491074819596
234,"Artisans, commerçants et chefs d’entreprise",FERME,10,2633,0.0037979491074819596
235,"Artisans, commerçants et chefs d’entreprise",JEUNE,10,2633,0.0037979491074819596
236,"Artisans, commerçants et chefs d’entreprise",OUVERT,10,2633,0.0037979491074819596
237,"Artisans, commerçants et chefs d’entreprise",LIBÉRAL,9,2633,0.003418154196733764
238,"Artisans, commerçants et chefs d’entreprise",LIBRE,9,2633,0.003418154196733764
239,"Artisans, commerçants et chefs d’entreprise",SÉRIEUX,9,2633,0.003418154196733764
240,"Artisans, commerçants et chefs d’entreprise",IRRÉPROCHABLE,9,2633,0.003418154196733764
241,"Artisans, commerçants et chefs d’entreprise",TRANSPARENT,9,2633,0.003418154196733764
242,"Artisans, commerçants et chefs d’entreprise",NOUVEAU,9,2633,0.003418154196733764
243,"Artisans, commerçants et chefs d’entreprise",SAGE,9,2633,0.003418154196733764
244,"Artisans, commerçants et chefs d’entreprise",SARKOZY,9,2633,0.003418154196733764
245,"Artisans, commerçants et chefs d’entreprise",DÉTERMINÉ,8,2633,0.0030383592859855677
246,"Artisans, commerçants et chefs d’entreprise",BIENVEILLANT,8,2633,0.0030383592859855677
247,"Artisans, commerçants et chefs d’entreprise",UNE FEMME,8,2633,0.0030383592859855677
248,"Artisans, commerçants et chefs d’entreprise",RESPECTUEUX,8,2633,0.0030383592859855677
249,"Artisans, commerçants et chefs d’entreprise",RASSEMBLEUR,8,2633,0.0030383592859855677
250,Je préfère ne pas répondre,HONNÊTE,311,1880,0.16542553191489362
251,Je préfère ne pas répondre,INTÈGRE,88,1880,0.04680851063829787
252,Je préfère ne pas répondre,HUMAIN,49,1880,0.026063829787234042
253,Je préfère ne pas répondre,JUSTE,43,1880,0.022872340425531913
254,Je préfère ne pas répondre,HONNÊTETÉ,41,1880,0.021808510638297873
255,Je préfère ne pas répondre,HUMANISTE,40,1880,0.02127659574468085
256,Je préfère ne pas répondre,SINCÈRE,37,1880,0.019680851063829788
257,Je préfère ne pas répondre,RÉALISTE,31,1880,0.01648936170212766
258,Je préfère ne pas répondre,COURAGEUX,26,1880,0.013829787234042552
259,Je préfère ne pas répondre,COMPÉTENT,25,1880,0.013297872340425532
260,Je préfère ne pas répondre,EFFICACE,24,1880,0.01276595744680851
261,Je préfère ne pas répondre,VISIONNAIRE,24,1880,0.01276595744680851
262,Je préfère ne pas répondre,ALTRUISTE,22,1880,0.011702127659574468
263,Je préfère ne pas répondre,RESPONSABLE,22,1880,0.011702127659574468
264,Je préfère ne pas répondre,INDÉPENDANT,19,1880,0.010106382978723405
265,Je préfère ne pas répondre,PRAGMATIQUE,17,1880,0.009042553191489361
266,Je préfère ne pas répondre,LE PEN,16,1880,0.00851063829787234
267,Je préfère ne pas répondre,À L'ÉCOUTE,15,1880,0.007978723404255319
268,Je préfère ne pas répondre,INCORRUPTIBLE,15,1880,0.007978723404255319
269,Je préfère ne pas répondre,HUMBLE,14,1880,0.007446808510638298
270,Je préfère ne pas répondre,VRAI,13,1880,0.006914893617021276
271,Je préfère ne pas répondre,LIBRE,11,1880,0.005851063829787234
272,Je préfère ne pas répondre,PATRIOTE,11,1880,0.005851063829787234
273,Je préfère ne pas répondre,CITOYEN,11,1880,0.005851063829787234
274,Je préfère ne pas répondre,FRANC,10,1880,0.005319148936170213
275,Je préfère ne pas répondre,FIABLE,10,1880,0.005319148936170213
276,Je préfère ne pas répondre,LOYAL,10,1880,0.005319148936170213
277,Je préfère ne pas répondre,ÉCOLOGISTE,9,1880,0.0047872340425531915
278,Je préfère ne pas répondre,DROIT,9,1880,0.0047872340425531915
279,Je préfère ne pas répondre,EXEMPLAIRE,9,1880,0.0047872340425531915
280,Je préfère ne pas répondre,INTÉGRITÉ,9,1880,0.0047872340425531915
281,Je préfère ne pas répondre,ATTENTIF,9,1880,0.0047872340425531915
282,Je préfère ne pas répondre,INTELLIGENT,8,1880,0.00425531914893617
283,Je préfère ne pas répondre,DÉSINTÉRESSÉ,8,1880,0.00425531914893617
284,Je préfère ne pas répondre,DÉMOCRATE,8,1880,0.00425531914893617
285,Je préfère ne pas répondre,EMPATHIQUE,8,1880,0.00425531914893617
286,Je préfère ne pas répondre,JUSTICE,8,1880,0.00425531914893617
287,Je préfère ne pas répondre,CONCRET,8,1880,0.00425531914893617
288,Je préfère ne pas répondre,INTEGRITÉ,8,1880,0.00425531914893617
289,Je préfère ne pas répondre,DÉTERMINÉ,7,1880,0.003723404255319149
290,Je préfère ne pas répondre,RESPECTUEUX,7,1880,0.003723404255319149
291,Je préfère ne pas répondre,NOUVEAU,7,1880,0.003723404255319149
292,Je préfère ne pas répondre,SAGE,7,1880,0.003723404255319149
293,Je préfère ne pas répondre,UNE FEMME,7,1880,0.003723404255319149
294,Je préfère ne pas répondre,AUCUN,7,1880,0.003723404255319149
295,Je préfère ne pas répondre,VÉRITÉ,7,1880,0.003723404255319149
296,Je préfère ne pas répondre,CLAIRVOYANT,6,1880,0.0031914893617021275
297,Je préfère ne pas répondre,AUTHENTIQUE,6,1880,0.0031914893617021275
298,Je préfère ne pas répondre,ÉQUITABLE,6,1880,0.0031914893617021275
299,Je préfère ne pas répondre,DROITURE,6,1880,0.0031914893617021275
300,Employés,HONNÊTE,1398,6833,0.2045953461144446
301,Employés,INTÈGRE,341,6833,0.04990487340845895
302,Employés,JUSTE,281,6833,0.04112395726620811
303,Employés,HUMAIN,269,6833,0.03936777403775794
304,Employés,HONNÊTETÉ,159,6833,0.02326942777696473
305,Employés,SINCÈRE,154,6833,0.022537684765110495
306,Employés,RÉALISTE,145,6833,0.021220547343772867
307,Employés,HUMANISTE,139,6833,0.020342455729547782
308,Employés,EFFICACE,110,6833,0.01609834626079321
309,Employés,À L'ÉCOUTE,104,6833,0.015220254646568124
310,Employés,ALTRUISTE,90,6833,0.013171374213376262
311,Employés,COMPÉTENT,87,6833,0.01273232840626372
312,Employés,COURAGEUX,80,6833,0.011707888189667788
313,Employés,RESPONSABLE,79,6833,0.011561539587296941
314,Employés,INCORRUPTIBLE,67,6833,0.009805356358846773
315,Employés,VRAI,60,6833,0.008780916142250841
316,Employés,CITOYEN,51,6833,0.007463778720913215
317,Employés,INDÉPENDANT,49,6833,0.007171081516171521
318,Employés,FRANC,47,6833,0.006878384311429826
319,Employés,DROIT,44,6833,0.006439338504317283
320,Employés,LE PEN,44,6833,0.006439338504317283
321,Employés,VISIONNAIRE,43,6833,0.0062929899019464365
322,Employés,INTÉGRITÉ,43,6833,0.0062929899019464365
323,Employés,HUMBLE,41,6833,0.006000292697204742
324,Employés,PRAGMATIQUE,40,6833,0.005853944094833894
325,Employés,LOYAL,36,6833,0.005268549685350505
326,Employés,FIABLE,35,6833,0.005122201082979658
327,Employés,IRRÉPROCHABLE,35,6833,0.005122201082979658
328,Employés,DÉSINTÉRESSÉ,33,6833,0.004829503878237963
329,Employés,RESPECTUEUX,31,6833,0.004536806673496268
330,Employés,ENGAGÉ,30,6833,0.0043904580711254205
331,Employés,EMPATHIQUE,30,6833,0.0043904580711254205
332,Employés,MÉLENCHON,29,6833,0.004244109468754574
333,Employés,INTELLIGENT,27,6833,0.003951412264012879
334,Employés,BIENVEILLANT,27,6833,0.003951412264012879
335,Employés,ÉCOLOGISTE,27,6833,0.003951412264012879
336,Employés,OUVERT,26,6833,0.003805063661642031
337,Employés,UNE FEMME,26,6833,0.003805063661642031
338,Employés,TRANSPARENCE,24,6833,0.0035123664569003364
339,Employés,TRANSPARENT,24,6833,0.0035123664569003364
340,Employés,VÉRITÉ,22,6833,0.0032196692521586417
341,Employés,ÉQUITABLE,22,6833,0.0032196692521586417
342,Employés,PATRIOTE,22,6833,0.0032196692521586417
343,Employés,CONCRET,20,6833,0.002926972047416947
344,Employés,ATTENTIF,20,6833,0.002926972047416947
345,Employés,RÉVOLUTIONNAIRE,20,6833,0.002926972047416947
346,Employés,FRANÇAIS,19,6833,0.0027806234450460997
347,Employés,SOCIAL,19,6833,0.0027806234450460997
348,Employés,NOVATEUR,19,6833,0.0027806234450460997
349,Employés,RASSEMBLEUR,19,6833,0.0027806234450460997
350,Sans emploi,HONNÊTE,489,2627,0.18614389036924248
351,Sans emploi,INTÈGRE,119,2627,0.04529881994670727
352,Sans emploi,HUMAIN,103,2627,0.03920822230681385
353,Sans emploi,JUSTE,74,2627,0.028169014084507043
354,Sans emploi,HUMANISTE,55,2627,0.020936429387133613
355,Sans emploi,RÉALISTE,53,2627,0.020175104682146935
356,Sans emploi,SINCÈRE,51,2627,0.019413779977160258
357,Sans emploi,À L'ÉCOUTE,50,2627,0.01903311762466692
358,Sans emploi,HONNÊTETÉ,43,2627,0.016368481157213552
359,Sans emploi,EFFICACE,43,2627,0.016368481157213552
360,Sans emploi,COMPÉTENT,31,2627,0.011800532927293491
361,Sans emploi,LE PEN,31,2627,0.011800532927293491
362,Sans emploi,RESPONSABLE,29,2627,0.011039208222306814
363,Sans emploi,COURAGEUX,26,2627,0.0098972211648268
364,Sans emploi,ALTRUISTE,23,2627,0.008755234107346783
365,Sans emploi,LOYAL,22,2627,0.008374571754853444
366,Sans emploi,PRAGMATIQUE,20,2627,0.007613247049866768
367,Sans emploi,VISIONNAIRE,20,2627,0.007613247049866768
368,Sans emploi,CITOYEN,20,2627,0.007613247049866768
369,Sans emploi,INCORRUPTIBLE,20,2627,0.007613247049866768
370,Sans emploi,FRANC,18,2627,0.006851922344880091
371,Sans emploi,ATTENTIF,17,2627,0.006471259992386753
372,Sans emploi,DROIT,17,2627,0.006471259992386753
373,Sans emploi,JEUNE,16,2627,0.006090597639893415
374,Sans emploi,INDÉPENDANT,15,2627,0.005709935287400076
375,Sans emploi,UNE FEMME,14,2627,0.0053292729349067374
376,Sans emploi,HUMBLE,14,2627,0.0053292729349067374
377,Sans emploi,VRAI,13,2627,0.0049486105824134
378,Sans emploi,INTÉGRITÉ,13,2627,0.0049486105824134
379,Sans emploi,INTELLIGENT,13,2627,0.0049486105824134
380,Sans emploi,FIABLE,13,2627,0.0049486105824134
381,Sans emploi,MÉLENCHON,12,2627,0.004567948229920061
382,Sans emploi,EXEMPLAIRE,12,2627,0.004567948229920061
383,Sans emploi,CONCRET,12,2627,0.004567948229920061
384,Sans emploi,VÉRITÉ,11,2627,0.004187285877426722
385,Sans emploi,SINCÉRITÉ,11,2627,0.004187285877426722
386,Sans emploi,EMPATHIQUE,11,2627,0.004187285877426722
387,Sans emploi,RASSEMBLEUR,11,2627,0.004187285877426722
