,commune,answer,count,total,value
111,20 000 à 100 000 habitants,avantgardiste,1,8337,0.000119947223222
112,20 000 à 100 000 habitants,avec nous,1,8337,0.000119947223222
113,20 000 à 100 000 habitants,avenir,2,8337,0.000239894446444
114,20 000 à 100 000 habitants,aware,1,8337,0.000119947223222
115,20 000 à 100 000 habitants,aymeric caron,1,8337,0.000119947223222
116,20 000 à 100 000 habitants,bandits,1,8337,0.000119947223222
117,20 000 à 100 000 habitants,barack obama,1,8337,0.000119947223222
118,20 000 à 100 000 habitants,barak obama,1,8337,0.000119947223222
119,20 000 à 100 000 habitants,battant,1,8337,0.000119947223222
120,20 000 à 100 000 habitants,battante,1,8337,0.000119947223222
121,20 000 à 100 000 habitants,bayrou,1,8337,0.000119947223222
122,20 000 à 100 000 habitants,belle ou beau,1,8337,0.000119947223222
123,20 000 à 100 000 habitants,bernard guetta,1,8337,0.000119947223222
124,20 000 à 100 000 habitants,bernie sanders,1,8337,0.000119947223222
125,20 000 à 100 000 habitants,bien commun,2,8337,0.000239894446444
126,20 000 à 100 000 habitants,bienveillant,39,8337,0.00467794170565
127,20 000 à 100 000 habitants,bienveillant(e),1,8337,0.000119947223222
128,20 000 à 100 000 habitants,bienveillant-e,1,8337,0.000119947223222
129,20 000 à 100 000 habitants,blonde,1,8337,0.000119947223222
130,20 000 à 100 000 habitants,bon sens,3,8337,0.000359841669665
131,20 000 à 100 000 habitants,bon stratège,1,8337,0.000119947223222
132,20 000 à 100 000 habitants,bonne personne,1,8337,0.000119947223222
133,20 000 à 100 000 habitants,bosseur,2,8337,0.000239894446444
134,20 000 à 100 000 habitants,bouge toi,1,8337,0.000119947223222
135,20 000 à 100 000 habitants,brillant,1,8337,0.000119947223222
136,20 000 à 100 000 habitants,brise-normes,1,8337,0.000119947223222
137,20 000 à 100 000 habitants,bruno le maire,1,8337,0.000119947223222
138,20 000 à 100 000 habitants,bruno le maire.,1,8337,0.000119947223222
139,20 000 à 100 000 habitants,bruno lemaire,1,8337,0.000119947223222
140,20 000 à 100 000 habitants,but visé,1,8337,0.000119947223222
141,20 000 à 100 000 habitants,bénévol,1,8337,0.000119947223222
142,20 000 à 100 000 habitants,bénévole,2,8337,0.000239894446444
143,20 000 à 100 000 habitants,ca marche pas,1,8337,0.000119947223222
144,20 000 à 100 000 habitants,calme,1,8337,0.000119947223222
145,20 000 à 100 000 habitants,capable,10,8337,0.00119947223222
146,20 000 à 100 000 habitants,capitaine,2,8337,0.000239894446444
147,20 000 à 100 000 habitants,capitaliste,1,8337,0.000119947223222
148,20 000 à 100 000 habitants,caractère,1,8337,0.000119947223222
149,20 000 à 100 000 habitants,caractériel,1,8337,0.000119947223222
150,20 000 à 100 000 habitants,cartesien,1,8337,0.000119947223222
151,20 000 à 100 000 habitants,cartésien,1,8337,0.000119947223222
152,20 000 à 100 000 habitants,casier vierge,1,8337,0.000119947223222
153,20 000 à 100 000 habitants,casiervierge,1,8337,0.000119947223222
154,20 000 à 100 000 habitants,castré,1,8337,0.000119947223222
155,20 000 à 100 000 habitants,catholique,1,8337,0.000119947223222
156,20 000 à 100 000 habitants,celui qui,1,8337,0.000119947223222
157,20 000 à 100 000 habitants,censé,2,8337,0.000239894446444
158,20 000 à 100 000 habitants,changement,7,8337,0.000839630562552
159,20 000 à 100 000 habitants,changerlemonde,1,8337,0.000119947223222
160,20 000 à 100 000 habitants,charismatique,21,8337,0.00251889168766
161,20 000 à 100 000 habitants,charisme,12,8337,0.00143936667866
162,20 000 à 100 000 habitants,charitable,1,8337,0.000119947223222
163,20 000 à 100 000 habitants,chasseur,1,8337,0.000119947223222
164,20 000 à 100 000 habitants,chauvin,1,8337,0.000119947223222
165,20 000 à 100 000 habitants,chef de guerre,1,8337,0.000119947223222
166,20 000 à 100 000 habitants,chef de projet,1,8337,0.000119947223222
167,20 000 à 100 000 habitants,chrétien,6,8337,0.000719683339331
168,20 000 à 100 000 habitants,ciltivé,1,8337,0.000119947223222
169,20 000 à 100 000 habitants,cinquantaine,1,8337,0.000119947223222
170,20 000 à 100 000 habitants,citoyan,1,8337,0.000119947223222
171,20 000 à 100 000 habitants,citoyen,52,8337,0.00623725560753
172,20 000 à 100 000 habitants,citoyen normal,1,8337,0.000119947223222
173,20 000 à 100 000 habitants,citoyen(ne),1,8337,0.000119947223222
174,20 000 à 100 000 habitants,citoyen/ne,1,8337,0.000119947223222
175,20 000 à 100 000 habitants,citoyens,3,8337,0.000359841669665
176,20 000 à 100 000 habitants,civil,1,8337,0.000119947223222
177,20 000 à 100 000 habitants,clair,9,8337,0.001079525009
178,20 000 à 100 000 habitants,clair.,1,8337,0.000119947223222
179,20 000 à 100 000 habitants,claire,3,8337,0.000359841669665
180,20 000 à 100 000 habitants,claire et nette,1,8337,0.000119947223222
181,20 000 à 100 000 habitants,clairvoyance,4,8337,0.000479788892887
182,20 000 à 100 000 habitants,clairvoyant,17,8337,0.00203910279477
183,20 000 à 100 000 habitants,clairvoyant(e),1,8337,0.000119947223222
184,20 000 à 100 000 habitants,clarte,1,8337,0.000119947223222
185,20 000 à 100 000 habitants,clarté,2,8337,0.000239894446444
186,20 000 à 100 000 habitants,clean,2,8337,0.000239894446444
187,20 000 à 100 000 habitants,clémenceau,1,8337,0.000119947223222
188,20 000 à 100 000 habitants,coherence,1,8337,0.000119947223222
189,20 000 à 100 000 habitants,coherent,2,8337,0.000239894446444
190,20 000 à 100 000 habitants,cohérence,1,8337,0.000119947223222
191,20 000 à 100 000 habitants,cohérent,12,8337,0.00143936667866
192,20 000 à 100 000 habitants,collaboratif,5,8337,0.000599736116109
193,20 000 à 100 000 habitants,collectif,3,8337,0.000359841669665
194,20 000 à 100 000 habitants,collégiale,1,8337,0.000119947223222
195,20 000 à 100 000 habitants,collégialité,1,8337,0.000119947223222
196,20 000 à 100 000 habitants,coluche,1,8337,0.000119947223222
197,20 000 à 100 000 habitants,combatif,6,8337,0.000719683339331
198,20 000 à 100 000 habitants,combattant,2,8337,0.000239894446444
199,20 000 à 100 000 habitants,combattante,1,8337,0.000119947223222
200,20 000 à 100 000 habitants,combattif,4,8337,0.000479788892887
201,20 000 à 100 000 habitants,comme moi,2,8337,0.000239894446444
202,20 000 à 100 000 habitants,communautaire,1,8337,0.000119947223222
203,20 000 à 100 000 habitants,communiste,10,8337,0.00119947223222
204,20 000 à 100 000 habitants,compassion,1,8337,0.000119947223222
205,20 000 à 100 000 habitants,compatissant,3,8337,0.000359841669665
206,20 000 à 100 000 habitants,compatissante,1,8337,0.000119947223222
207,20 000 à 100 000 habitants,competant,4,8337,0.000479788892887
208,20 000 à 100 000 habitants,competence,4,8337,0.000479788892887
209,20 000 à 100 000 habitants,competent,20,8337,0.00239894446444
210,20 000 à 100 000 habitants,comprehensif,1,8337,0.000119947223222
211,20 000 à 100 000 habitants,comprenhésion,1,8337,0.000119947223222
212,20 000 à 100 000 habitants,compréhensif,13,8337,0.00155931390188
213,20 000 à 100 000 habitants,compréhension,1,8337,0.000119947223222
214,20 000 à 100 000 habitants,compétant,13,8337,0.00155931390188
215,20 000 à 100 000 habitants,compétence,15,8337,0.00179920834833
216,20 000 à 100 000 habitants,compétences,3,8337,0.000359841669665
217,20 000 à 100 000 habitants,compétent,94,8337,0.0112750389828
218,20 000 à 100 000 habitants,compétent (e),1,8337,0.000119947223222
219,20 000 à 100 000 habitants,compétent e,1,8337,0.000119947223222
220,20 000 à 100 000 habitants,compétent(e),3,8337,0.000359841669665
221,20 000 à 100 000 habitants,compétent-e,1,8337,0.000119947223222
222,20 000 à 100 000 habitants,comuniste,1,8337,0.000119947223222
223,20 000 à 100 000 habitants,concerné,14,8337,0.0016792611251
224,20 000 à 100 000 habitants,concertatif,1,8337,0.000119947223222
225,20 000 à 100 000 habitants,conciliant,1,8337,0.000119947223222
226,20 000 à 100 000 habitants,concret,29,8337,0.00347846947343
227,20 000 à 100 000 habitants,"concret, precis",1,8337,0.000119947223222
228,20 000 à 100 000 habitants,concrét,1,8337,0.000119947223222
229,20 000 à 100 000 habitants,confiance,7,8337,0.000839630562552
230,20 000 à 100 000 habitants,congruent,2,8337,0.000239894446444
231,20 000 à 100 000 habitants,connaitre,1,8337,0.000119947223222
232,20 000 à 100 000 habitants,connecté,1,8337,0.000119947223222
233,20 000 à 100 000 habitants,conscience,3,8337,0.000359841669665
234,20 000 à 100 000 habitants,consciencieuse,1,8337,0.000119947223222
235,20 000 à 100 000 habitants,consciencieux,6,8337,0.000719683339331
236,20 000 à 100 000 habitants,conscient,20,8337,0.00239894446444
237,20 000 à 100 000 habitants,consensuel,1,8337,0.000119947223222
238,20 000 à 100 000 habitants,conservateur,1,8337,0.000119947223222
239,20 000 à 100 000 habitants,constance,1,8337,0.000119947223222
240,20 000 à 100 000 habitants,constant,2,8337,0.000239894446444
241,20 000 à 100 000 habitants,constituant,1,8337,0.000119947223222
242,20 000 à 100 000 habitants,constructif,1,8337,0.000119947223222
243,20 000 à 100 000 habitants,consultant.,1,8337,0.000119947223222
244,20 000 à 100 000 habitants,consultatif,1,8337,0.000119947223222
245,20 000 à 100 000 habitants,consultation,1,8337,0.000119947223222
246,20 000 à 100 000 habitants,continuez,1,8337,0.000119947223222
247,20 000 à 100 000 habitants,continuité,1,8337,0.000119947223222
248,20 000 à 100 000 habitants,convaicant,1,8337,0.000119947223222
249,20 000 à 100 000 habitants,convaincu,5,8337,0.000599736116109
250,20 000 à 100 000 habitants,convainquant,2,8337,0.000239894446444
251,20 000 à 100 000 habitants,convention,1,8337,0.000119947223222
252,20 000 à 100 000 habitants,conviction,6,8337,0.000719683339331
253,20 000 à 100 000 habitants,convictions,4,8337,0.000479788892887
254,20 000 à 100 000 habitants,coopération,1,8337,0.000119947223222
255,20 000 à 100 000 habitants,coordinateur,1,8337,0.000119947223222
256,20 000 à 100 000 habitants,copé,1,8337,0.000119947223222
257,20 000 à 100 000 habitants,corinne lepage,1,8337,0.000119947223222
258,20 000 à 100 000 habitants,correct,1,8337,0.000119947223222
259,20 000 à 100 000 habitants,couillu,3,8337,0.000359841669665
260,20 000 à 100 000 habitants,couillue,1,8337,0.000119947223222
261,20 000 à 100 000 habitants,courage,17,8337,0.00203910279477
262,20 000 à 100 000 habitants,courage!,1,8337,0.000119947223222
263,20 000 à 100 000 habitants,courageu,1,8337,0.000119947223222
264,20 000 à 100 000 habitants,courageuse/x,1,8337,0.000119947223222
265,20 000 à 100 000 habitants,courageux,144,8337,0.0172724001439
266,20 000 à 100 000 habitants,courageux(se),1,8337,0.000119947223222
267,20 000 à 100 000 habitants,couragex,1,8337,0.000119947223222
268,20 000 à 100 000 habitants,covainquant,1,8337,0.000119947223222
269,20 000 à 100 000 habitants,cowspiracy,1,8337,0.000119947223222
270,20 000 à 100 000 habitants,creatif,2,8337,0.000239894446444
271,20 000 à 100 000 habitants,credible,6,8337,0.000719683339331
272,20 000 à 100 000 habitants,cridible,1,8337,0.000119947223222
273,20 000 à 100 000 habitants,créatif,5,8337,0.000599736116109
274,20 000 à 100 000 habitants,crédibilité,3,8337,0.000359841669665
275,20 000 à 100 000 habitants,crédible,17,8337,0.00203910279477
276,20 000 à 100 000 habitants,cultivé,7,8337,0.000839630562552
277,20 000 à 100 000 habitants,cultivé(e),1,8337,0.000119947223222
278,20 000 à 100 000 habitants,curieux,2,8337,0.000239894446444
279,20 000 à 100 000 habitants,dalaï lama,1,8337,0.000119947223222
280,20 000 à 100 000 habitants,dany boun,1,8337,0.000119947223222
281,20 000 à 100 000 habitants,de gauche!,1,8337,0.000119947223222
282,20 000 à 100 000 habitants,de gaule,2,8337,0.000239894446444
283,20 000 à 100 000 habitants,de gaulle,8,8337,0.000959577785774
284,20 000 à 100 000 habitants,de la classe,1,8337,0.000119947223222
285,20 000 à 100 000 habitants,de parole,1,8337,0.000119947223222
286,20 000 à 100 000 habitants,de tous,1,8337,0.000119947223222
287,20 000 à 100 000 habitants,de villiers,1,8337,0.000119947223222
288,20 000 à 100 000 habitants,decision,1,8337,0.000119947223222
289,20 000 à 100 000 habitants,degaulle,2,8337,0.000239894446444
290,20 000 à 100 000 habitants,delibératif,1,8337,0.000119947223222
291,20 000 à 100 000 habitants,democrate,7,8337,0.000839630562552
292,20 000 à 100 000 habitants,democratie,4,8337,0.000479788892887
293,20 000 à 100 000 habitants,democratique,1,8337,0.000119947223222
294,20 000 à 100 000 habitants,deontologie,1,8337,0.000119947223222
295,20 000 à 100 000 habitants,des actes,1,8337,0.000119947223222
296,20 000 à 100 000 habitants,des actions,1,8337,0.000119947223222
297,20 000 à 100 000 habitants,des couilles,1,8337,0.000119947223222
298,20 000 à 100 000 habitants,desinteresse,3,8337,0.000359841669665
299,20 000 à 100 000 habitants,desinteressé,2,8337,0.000239894446444
300,20 000 à 100 000 habitants,desinterresse,1,8337,0.000119947223222
301,20 000 à 100 000 habitants,desintéressé,1,8337,0.000119947223222
302,20 000 à 100 000 habitants,desintéréssé,1,8337,0.000119947223222
303,20 000 à 100 000 habitants,determination,2,8337,0.000239894446444
304,20 000 à 100 000 habitants,determine,2,8337,0.000239894446444
305,20 000 à 100 000 habitants,determiner,2,8337,0.000239894446444
306,20 000 à 100 000 habitants,determiné,3,8337,0.000359841669665
307,20 000 à 100 000 habitants,devilliers,1,8337,0.000119947223222
308,20 000 à 100 000 habitants,devoué,2,8337,0.000239894446444
309,20 000 à 100 000 habitants,dialogue,1,8337,0.000119947223222
310,20 000 à 100 000 habitants,dictatoriel,1,8337,0.000119947223222
311,20 000 à 100 000 habitants,dieu.,1,8337,0.000119947223222
312,20 000 à 100 000 habitants,different,3,8337,0.000359841669665
313,20 000 à 100 000 habitants,différent,4,8337,0.000479788892887
314,20 000 à 100 000 habitants,digne,2,8337,0.000239894446444
315,20 000 à 100 000 habitants,dignite,2,8337,0.000239894446444
316,20 000 à 100 000 habitants,dignité,2,8337,0.000239894446444
317,20 000 à 100 000 habitants,diogène,1,8337,0.000119947223222
318,20 000 à 100 000 habitants,diplomate,2,8337,0.000239894446444
319,20 000 à 100 000 habitants,diplomé,1,8337,0.000119947223222
320,20 000 à 100 000 habitants,dire la vérité,1,8337,0.000119947223222
321,20 000 à 100 000 habitants,direct,1,8337,0.000119947223222
322,20 000 à 100 000 habitants,dirigent,1,8337,0.000119947223222
323,20 000 à 100 000 habitants,discernement,1,8337,0.000119947223222
324,20 000 à 100 000 habitants,discret,1,8337,0.000119947223222
325,20 000 à 100 000 habitants,disponible,2,8337,0.000239894446444
326,20 000 à 100 000 habitants,disruptif,1,8337,0.000119947223222
327,20 000 à 100 000 habitants,dissident,1,8337,0.000119947223222
328,20 000 à 100 000 habitants,dit la vérité,1,8337,0.000119947223222
329,20 000 à 100 000 habitants,donald trump,1,8337,0.000119947223222
330,20 000 à 100 000 habitants,doué,1,8337,0.000119947223222
331,20 000 à 100 000 habitants,droit,37,8337,0.00443804725921
332,20 000 à 100 000 habitants,droit et juste,1,8337,0.000119947223222
333,20 000 à 100 000 habitants,droit(e),1,8337,0.000119947223222
334,20 000 à 100 000 habitants,droits,1,8337,0.000119947223222
335,20 000 à 100 000 habitants,droiture,16,8337,0.00191915557155
336,20 000 à 100 000 habitants,du peuple,3,8337,0.000359841669665
337,20 000 à 100 000 habitants,dupont-aigan,1,8337,0.000119947223222
338,20 000 à 100 000 habitants,dupont-aignan,1,8337,0.000119947223222
339,20 000 à 100 000 habitants,dupont-aignant,1,8337,0.000119947223222
340,20 000 à 100 000 habitants,durabilité,1,8337,0.000119947223222
341,20 000 à 100 000 habitants,durable,1,8337,0.000119947223222
342,20 000 à 100 000 habitants,dynamique,6,8337,0.000719683339331
343,20 000 à 100 000 habitants,dynamisme,1,8337,0.000119947223222
344,20 000 à 100 000 habitants,décideur,1,8337,0.000119947223222
345,20 000 à 100 000 habitants,décidé,4,8337,0.000479788892887
346,20 000 à 100 000 habitants,décisif,2,8337,0.000239894446444
347,20 000 à 100 000 habitants,décision,1,8337,0.000119947223222
348,20 000 à 100 000 habitants,dédié,1,8337,0.000119947223222
349,20 000 à 100 000 habitants,défavorisés,1,8337,0.000119947223222
350,20 000 à 100 000 habitants,démocrate,23,8337,0.0027587861341
351,20 000 à 100 000 habitants,démocratie,6,8337,0.000719683339331
352,20 000 à 100 000 habitants,démocratique,4,8337,0.000479788892887
353,20 000 à 100 000 habitants,démocratophile,1,8337,0.000119947223222
354,20 000 à 100 000 habitants,désinteressé,6,8337,0.000719683339331
355,20 000 à 100 000 habitants,désinterressé,1,8337,0.000119947223222
356,20 000 à 100 000 habitants,désintéressé,38,8337,0.00455799448243
357,20 000 à 100 000 habitants,désintérressé,2,8337,0.000239894446444
358,20 000 à 100 000 habitants,désintéréssé,1,8337,0.000119947223222
359,20 000 à 100 000 habitants,détermination,3,8337,0.000359841669665
360,20 000 à 100 000 habitants,détermine,1,8337,0.000119947223222
361,20 000 à 100 000 habitants,déterminer,1,8337,0.000119947223222
362,20 000 à 100 000 habitants,déterminé,19,8337,0.00227899724121
363,20 000 à 100 000 habitants,déterminé(e),1,8337,0.000119947223222
364,20 000 à 100 000 habitants,dévouement,1,8337,0.000119947223222
365,20 000 à 100 000 habitants,dévoué,8,8337,0.000959577785774
366,20 000 à 100 000 habitants,dévoué honnête,2,8337,0.000239894446444
367,20 000 à 100 000 habitants,dévoué(e),1,8337,0.000119947223222
368,20 000 à 100 000 habitants,dévouée,1,8337,0.000119947223222
369,20 000 à 100 000 habitants,eclairé,3,8337,0.000359841669665
370,20 000 à 100 000 habitants,eclairé !,1,8337,0.000119947223222
371,20 000 à 100 000 habitants,eco-responsable,1,8337,0.000119947223222
372,20 000 à 100 000 habitants,ecolo,3,8337,0.000359841669665
373,20 000 à 100 000 habitants,ecologique,2,8337,0.000239894446444
374,20 000 à 100 000 habitants,ecologiste,13,8337,0.00155931390188
375,20 000 à 100 000 habitants,ecolonomie,1,8337,0.000119947223222
376,20 000 à 100 000 habitants,econome,4,8337,0.000479788892887
377,20 000 à 100 000 habitants,economie,1,8337,0.000119947223222
378,20 000 à 100 000 habitants,economiste,1,8337,0.000119947223222
379,20 000 à 100 000 habitants,ecoresponsable,1,8337,0.000119947223222
380,20 000 à 100 000 habitants,ecosocialiste,1,8337,0.000119947223222
381,20 000 à 100 000 habitants,ecoutant,2,8337,0.000239894446444
382,20 000 à 100 000 habitants,ecoute,24,8337,0.00287873335732
383,20 000 à 100 000 habitants,ecoute concret,1,8337,0.000119947223222
384,20 000 à 100 000 habitants,ecoute peuple,1,8337,0.000119947223222
385,20 000 à 100 000 habitants,ecouter,5,8337,0.000599736116109
386,20 000 à 100 000 habitants,effacé,1,8337,0.000119947223222
387,20 000 à 100 000 habitants,effectif(ve),1,8337,0.000119947223222
388,20 000 à 100 000 habitants,efficace,137,8337,0.0164327695814
389,20 000 à 100 000 habitants,efficace.,1,8337,0.000119947223222
390,20 000 à 100 000 habitants,efficacite,1,8337,0.000119947223222
391,20 000 à 100 000 habitants,efficacité,11,8337,0.00131941945544
392,20 000 à 100 000 habitants,efficasse,1,8337,0.000119947223222
393,20 000 à 100 000 habitants,efficece,1,8337,0.000119947223222
394,20 000 à 100 000 habitants,efficient,5,8337,0.000599736116109
395,20 000 à 100 000 habitants,eficace,1,8337,0.000119947223222
396,20 000 à 100 000 habitants,egalitaire,3,8337,0.000359841669665
397,20 000 à 100 000 habitants,egalité,2,8337,0.000239894446444
398,20 000 à 100 000 habitants,emmanuel macron,1,8337,0.000119947223222
399,20 000 à 100 000 habitants,empathe,1,8337,0.000119947223222
400,20 000 à 100 000 habitants,empathie,9,8337,0.001079525009
401,20 000 à 100 000 habitants,empathique,35,8337,0.00419815281276
402,20 000 à 100 000 habitants,empatie,1,8337,0.000119947223222
403,20 000 à 100 000 habitants,en recherce,1,8337,0.000119947223222
404,20 000 à 100 000 habitants,en service,1,8337,0.000119947223222
405,20 000 à 100 000 habitants,energique,8,8337,0.000959577785774
406,20 000 à 100 000 habitants,engage,2,8337,0.000239894446444
407,20 000 à 100 000 habitants,engagement,7,8337,0.000839630562552
408,20 000 à 100 000 habitants,engagements,2,8337,0.000239894446444
