,taille_commune,answer,count,total,value
36,2000 à 20 000 habitants,L’accueil des migrants,343,14496,0.0236616997792
37,2000 à 20 000 habitants,L’emploi,2080,14496,0.14348785872
38,2000 à 20 000 habitants,L’économie,1790,14496,0.123482339956
39,2000 à 20 000 habitants,L’éducation,1186,14496,0.0818156732892
40,Je préfère ne pas répondre,La défense des droits humains,215,1989,0.108094519859
41,Je préfère ne pas répondre,La justice sociale,207,1989,0.10407239819
42,Je préfère ne pas répondre,La liberté de la presse et d’expression,17,1989,0.00854700854701
43,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",72,1989,0.0361990950226
44,Je préfère ne pas répondre,La politique étrangère,30,1989,0.0150829562594
45,Je préfère ne pas répondre,La protection de l'environnement,196,1989,0.0985419808949
46,Je préfère ne pas répondre,La religion,14,1989,0.00703871292107
47,Je préfère ne pas répondre,La santé,28,1989,0.0140774258421
48,Je préfère ne pas répondre,"La sécurité, le terrorisme",120,1989,0.0603318250377
49,Je préfère ne pas répondre,La transparence en politique,119,1989,0.0598290598291
50,Je préfère ne pas répondre,Le handicap,22,1989,0.0110608345902
51,Je préfère ne pas répondre,Le logement,14,1989,0.00703871292107
52,Je préfère ne pas répondre,Le vivre ensemble,116,1989,0.0583207642031
53,Je préfère ne pas répondre,Les droits des animaux,134,1989,0.0673705379588
54,Je préfère ne pas répondre,Les droits des femmes,47,1989,0.0236299648064
55,Je préfère ne pas répondre,Les droits des personnes LGBT,17,1989,0.00854700854701
56,Je préfère ne pas répondre,L’accueil des migrants,62,1989,0.0311714429361
57,Je préfère ne pas répondre,L’emploi,208,1989,0.104575163399
58,Je préfère ne pas répondre,L’économie,183,1989,0.0920060331825
59,Je préfère ne pas répondre,L’éducation,168,1989,0.0844645550528
60,Moins de 2000 habitants,La défense des droits humains,860,9396,0.0915283099191
61,Moins de 2000 habitants,La justice sociale,1472,9396,0.156662409536
62,Moins de 2000 habitants,La liberté de la presse et d’expression,58,9396,0.00617283950617
63,Moins de 2000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",176,9396,0.0187313750532
64,Moins de 2000 habitants,La politique étrangère,68,9396,0.00723712217965
65,Moins de 2000 habitants,La protection de l'environnement,1123,9396,0.119518944232
66,Moins de 2000 habitants,La religion,43,9396,0.00457641549596
67,Moins de 2000 habitants,La santé,111,9396,0.0118135376756
68,Moins de 2000 habitants,"La sécurité, le terrorisme",495,9396,0.0526819923372
69,Moins de 2000 habitants,La transparence en politique,683,9396,0.0726905065986
70,Moins de 2000 habitants,Le handicap,60,9396,0.00638569604087
71,Moins de 2000 habitants,Le logement,36,9396,0.00383141762452
72,Moins de 2000 habitants,Le vivre ensemble,520,9396,0.0553426990209
73,Moins de 2000 habitants,Les droits des animaux,364,9396,0.0387398893146
74,Moins de 2000 habitants,Les droits des femmes,100,9396,0.0106428267348
75,Moins de 2000 habitants,Les droits des personnes LGBT,52,9396,0.00553426990209
76,Moins de 2000 habitants,L’accueil des migrants,221,9396,0.0235206470839
77,Moins de 2000 habitants,L’emploi,1180,9396,0.12558535547
78,Moins de 2000 habitants,L’économie,1064,9396,0.113239676458
79,Moins de 2000 habitants,L’éducation,710,9396,0.0755640698169
80,Plus de 100 000 habitants,La défense des droits humains,796,8741,0.0910650955268
81,Plus de 100 000 habitants,La justice sociale,1298,8741,0.14849559547
82,Plus de 100 000 habitants,La liberté de la presse et d’expression,42,8741,0.00480494222629
83,Plus de 100 000 habitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",220,8741,0.0251687449949
84,Plus de 100 000 habitants,La politique étrangère,109,8741,0.0124699691111
85,Plus de 100 000 habitants,La protection de l'environnement,1009,8741,0.115433016817
86,Plus de 100 000 habitants,La religion,38,8741,0.00434732868093
87,Plus de 100 000 habitants,La santé,61,8741,0.00697860656675
88,Plus de 100 000 habitants,"La sécurité, le terrorisme",366,8741,0.0418716394005
89,Plus de 100 000 habitants,La transparence en politique,627,8741,0.0717309232353
90,Plus de 100 000 habitants,Le handicap,35,8741,0.00400411852191
91,Plus de 100 000 habitants,Le logement,42,8741,0.00480494222629
92,Plus de 100 000 habitants,Le vivre ensemble,615,8741,0.0703580825992
93,Plus de 100 000 habitants,Les droits des animaux,231,8741,0.0264271822446
94,Plus de 100 000 habitants,Les droits des femmes,163,8741,0.0186477519735
95,Plus de 100 000 habitants,Les droits des personnes LGBT,57,8741,0.00652099302139
96,Plus de 100 000 habitants,L’accueil des migrants,226,8741,0.0258551653129
97,Plus de 100 000 habitants,L’emploi,874,8741,0.0999885596614
98,Plus de 100 000 habitants,L’économie,1033,8741,0.118178698089
99,Plus de 100 000 habitants,L’éducation,899,8741,0.10284864432
