,tendance,answer,count,total,value
32,Centre,Le vivre ensemble,86,1886,0.0455991516437
33,Centre,Les droits des animaux,67,1886,0.0355249204666
34,Centre,Les droits des femmes,12,1886,0.00636267232238
35,Centre,Les droits des personnes LGBT,102,1886,0.0540827147402
36,Centre,L’accueil des migrants,301,1886,0.159597030753
37,Centre,L’emploi,39,1886,0.0206786850477
38,Centre,L’économie,122,1886,0.0646871686108
39,Centre,L’éducation,23,1886,0.0121951219512
40,Centre-droite,La défense des droits humains,35,2433,0.0143855322647
41,Centre-droite,La justice sociale,101,2433,0.0415125359638
42,Centre-droite,La liberté de la presse et d’expression,47,2433,0.0193177147554
43,Centre-droite,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",266,2433,0.109330045212
44,Centre-droite,La politique étrangère,118,2433,0.0484997944924
45,Centre-droite,La protection de l'environnement,60,2433,0.0246609124538
46,Centre-droite,La religion,363,2433,0.149198520345
47,Centre-droite,La santé,10,2433,0.00411015207563
48,Centre-droite,"La sécurité, le terrorisme",189,2433,0.0776818742293
49,Centre-droite,La transparence en politique,205,2433,0.0842581175503
50,Centre-droite,Le handicap,17,2433,0.00698725852857
51,Centre-droite,Le logement,31,2433,0.0127414714344
52,Centre-droite,Le vivre ensemble,164,2433,0.0674064940403
53,Centre-droite,Les droits des animaux,47,2433,0.0193177147554
54,Centre-droite,Les droits des femmes,33,2433,0.0135635018496
55,Centre-droite,Les droits des personnes LGBT,165,2433,0.0678175092478
56,Centre-droite,L’accueil des migrants,439,2433,0.18043567612
57,Centre-droite,L’emploi,39,2433,0.0160295930949
58,Centre-droite,L’économie,79,2433,0.0324702013975
59,Centre-droite,L’éducation,25,2433,0.0102753801891
60,Centre-gauche,La défense des droits humains,23,2869,0.00801673056814
61,Centre-gauche,La justice sociale,30,2869,0.0104566050889
62,Centre-gauche,La liberté de la presse et d’expression,47,2869,0.0163820146392
63,Centre-gauche,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",186,2869,0.0648309515511
64,Centre-gauche,La politique étrangère,153,2869,0.0533286859533
65,Centre-gauche,La protection de l'environnement,41,2869,0.0142906936215
66,Centre-gauche,La religion,590,2869,0.205646566748
67,Centre-gauche,La santé,6,2869,0.00209132101778
68,Centre-gauche,"La sécurité, le terrorisme",541,2869,0.188567445103
69,Centre-gauche,La transparence en politique,202,2869,0.0704078075985
70,Centre-gauche,Le handicap,15,2869,0.00522830254444
71,Centre-gauche,Le logement,26,2869,0.00906239107703
72,Centre-gauche,Le vivre ensemble,107,2869,0.037295224817
73,Centre-gauche,Les droits des animaux,92,2869,0.0320669222726
74,Centre-gauche,Les droits des femmes,19,2869,0.00662251655629
75,Centre-gauche,Les droits des personnes LGBT,105,2869,0.0365981178111
76,Centre-gauche,L’accueil des migrants,391,2869,0.136284419658
77,Centre-gauche,L’emploi,59,2869,0.0205646566748
78,Centre-gauche,L’économie,203,2869,0.0707563611014
79,Centre-gauche,L’éducation,33,2869,0.0115022655978
80,Droite,La défense des droits humains,104,3846,0.0270410816433
81,Droite,La justice sociale,147,3846,0.0382215288612
82,Droite,La liberté de la presse et d’expression,98,3846,0.0254810192408
83,Droite,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",563,3846,0.146385855434
84,Droite,La politique étrangère,230,3846,0.0598023920957
85,Droite,La protection de l'environnement,110,3846,0.0286011440458
86,Droite,La religion,289,3846,0.0751430057202
87,Droite,La santé,5,3846,0.00130005200208
88,Droite,"La sécurité, le terrorisme",80,3846,0.0208008320333
89,Droite,La transparence en politique,276,3846,0.0717628705148
90,Droite,Le handicap,32,3846,0.00832033281331
91,Droite,Le logement,53,3846,0.013780551222
92,Droite,Le vivre ensemble,339,3846,0.088143525741
93,Droite,Les droits des animaux,84,3846,0.0218408736349
94,Droite,Les droits des femmes,54,3846,0.0140405616225
95,Droite,Les droits des personnes LGBT,280,3846,0.0728029121165
96,Droite,L’accueil des migrants,857,3846,0.222828913157
97,Droite,L’emploi,81,3846,0.0210608424337
98,Droite,L’économie,106,3846,0.0275611024441
99,Droite,L’éducation,58,3846,0.0150806032241
100,Extrême droite,La défense des droits humains,57,1914,0.0297805642633
101,Extrême droite,La justice sociale,51,1914,0.0266457680251
102,Extrême droite,La liberté de la presse et d’expression,30,1914,0.0156739811912
103,Extrême droite,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",337,1914,0.176071055381
104,Extrême droite,La politique étrangère,115,1914,0.0600835945664
105,Extrême droite,La protection de l'environnement,36,1914,0.0188087774295
106,Extrême droite,La religion,83,1914,0.0433646812957
107,Extrême droite,La santé,6,1914,0.00313479623824
108,Extrême droite,"La sécurité, le terrorisme",29,1914,0.0151515151515
109,Extrême droite,La transparence en politique,84,1914,0.0438871473354
110,Extrême droite,Le handicap,18,1914,0.00940438871473
111,Extrême droite,Le logement,11,1914,0.00574712643678
112,Extrême droite,Le vivre ensemble,153,1914,0.0799373040752
113,Extrême droite,Les droits des animaux,30,1914,0.0156739811912
114,Extrême droite,Les droits des femmes,21,1914,0.0109717868339
115,Extrême droite,Les droits des personnes LGBT,89,1914,0.046499477534
116,Extrême droite,L’accueil des migrants,653,1914,0.341170323929
117,Extrême droite,L’emploi,20,1914,0.0104493207941
118,Extrême droite,L’économie,55,1914,0.0287356321839
119,Extrême droite,L’éducation,36,1914,0.0188087774295
120,Extrême gauche,La défense des droits humains,16,3035,0.00527182866557
121,Extrême gauche,La justice sociale,15,3035,0.00494233937397
122,Extrême gauche,La liberté de la presse et d’expression,15,3035,0.00494233937397
123,Extrême gauche,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",102,3035,0.033607907743
124,Extrême gauche,La politique étrangère,171,3035,0.0563426688633
125,Extrême gauche,La protection de l'environnement,15,3035,0.00494233937397
126,Extrême gauche,La religion,572,3035,0.188467874794
127,Extrême gauche,La santé,8,3035,0.00263591433278
128,Extrême gauche,"La sécurité, le terrorisme",1060,3035,0.349258649094
129,Extrême gauche,La transparence en politique,98,3035,0.0322899505766
130,Extrême gauche,Le handicap,9,3035,0.00296540362438
131,Extrême gauche,Le logement,6,3035,0.00197693574959
132,Extrême gauche,Le vivre ensemble,59,3035,0.0194398682043
133,Extrême gauche,Les droits des animaux,54,3035,0.0177924217463
134,Extrême gauche,Les droits des femmes,13,3035,0.00428336079077
135,Extrême gauche,Les droits des personnes LGBT,44,3035,0.0144975288303
136,Extrême gauche,L’accueil des migrants,250,3035,0.0823723228995
137,Extrême gauche,L’emploi,79,3035,0.0260296540362
138,Extrême gauche,L’économie,435,3035,0.143327841845
139,Extrême gauche,L’éducation,14,3035,0.00461285008237
140,Gauche,La défense des droits humains,51,8254,0.00617882238914
141,Gauche,La justice sociale,76,8254,0.00920765689363
142,Gauche,La liberté de la presse et d’expression,85,8254,0.0102980373152
143,Gauche,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",286,8254,0.0346498667313
144,Gauche,La politique étrangère,565,8254,0.0684516598013
145,Gauche,La protection de l'environnement,83,8254,0.0100557305549
146,Gauche,La religion,1841,8254,0.22304337291
147,Gauche,La santé,19,8254,0.00230191422341
148,Gauche,"La sécurité, le terrorisme",1973,8254,0.239035619094
149,Gauche,La transparence en politique,483,8254,0.0585170826266
150,Gauche,Le handicap,40,8254,0.00484613520717
151,Gauche,Le logement,47,8254,0.00569420886843
152,Gauche,Le vivre ensemble,206,8254,0.0249575963169
153,Gauche,Les droits des animaux,235,8254,0.0284710443421
154,Gauche,Les droits des femmes,46,8254,0.00557305548825
155,Gauche,Les droits des personnes LGBT,170,8254,0.0205960746305
156,Gauche,L’accueil des migrants,845,8254,0.102374606252
157,Gauche,L’emploi,173,8254,0.020959534771
158,Gauche,L’économie,970,8254,0.117518778774
159,Gauche,L’éducation,60,8254,0.00726920281076
160,Je préfère ne pas répondre,La défense des droits humains,67,6494,0.0103172158916
161,Je préfère ne pas répondre,La justice sociale,94,6494,0.0144748999076
162,Je préfère ne pas répondre,La liberté de la presse et d’expression,106,6494,0.0163227594703
163,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",484,6494,0.0745303356945
164,Je préfère ne pas répondre,La politique étrangère,589,6494,0.0906991068679
165,Je préfère ne pas répondre,La protection de l'environnement,96,6494,0.0147828765014
166,Je préfère ne pas répondre,La religion,935,6494,0.143979057592
167,Je préfère ne pas répondre,La santé,16,6494,0.00246381275023
168,Je préfère ne pas répondre,"La sécurité, le terrorisme",748,6494,0.115183246073
169,Je préfère ne pas répondre,La transparence en politique,449,6494,0.0691407453034
170,Je préfère ne pas répondre,Le handicap,38,6494,0.0058515552818
171,Je préfère ne pas répondre,Le logement,58,6494,0.00893132121959
172,Je préfère ne pas répondre,Le vivre ensemble,333,6494,0.0512781028642
173,Je préfère ne pas répondre,Les droits des animaux,158,6494,0.0243301509085
174,Je préfère ne pas répondre,Les droits des femmes,51,6494,0.00785340314136
175,Je préfère ne pas répondre,Les droits des personnes LGBT,236,6494,0.0363412380659
176,Je préfère ne pas répondre,L’accueil des migrants,1153,6494,0.177548506314
177,Je préfère ne pas répondre,L’emploi,172,6494,0.026485987065
178,Je préfère ne pas répondre,L’économie,621,6494,0.0956267323683
179,Je préfère ne pas répondre,L’éducation,90,6494,0.01385894672
180,Écologiste,La défense des droits humains,23,5725,0.00401746724891
181,Écologiste,La justice sociale,33,5725,0.00576419213974
182,Écologiste,La liberté de la presse et d’expression,31,5725,0.00541484716157
183,Écologiste,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",193,5725,0.033711790393
184,Écologiste,La politique étrangère,401,5725,0.0700436681223
185,Écologiste,La protection de l'environnement,25,5725,0.00436681222707
186,Écologiste,La religion,927,5725,0.16192139738
187,Écologiste,La santé,19,5725,0.00331877729258
188,Écologiste,"La sécurité, le terrorisme",1574,5725,0.274934497817
189,Écologiste,La transparence en politique,278,5725,0.0485589519651
190,Écologiste,Le handicap,20,5725,0.00349344978166
191,Écologiste,Le logement,26,5725,0.00454148471616
192,Écologiste,Le vivre ensemble,131,5725,0.0228820960699
193,Écologiste,Les droits des animaux,69,5725,0.0120524017467
194,Écologiste,Les droits des femmes,20,5725,0.00349344978166
195,Écologiste,Les droits des personnes LGBT,106,5725,0.0185152838428
196,Écologiste,L’accueil des migrants,448,5725,0.0782532751092
197,Écologiste,L’emploi,261,5725,0.0455895196507
198,Écologiste,L’économie,1103,5725,0.192663755459
199,Écologiste,L’éducation,37,5725,0.00646288209607
